pedido_id,cliente_id,fecha,estado,canal_venta
2237,433,2024-07-29,Completado,Web
2238,702,2025-09-11,En preparacion,Web
2239,508,2026-03-11,Cancelado,Web
2240,843,2024-08-09,Completado,Web
2241,205,2025-12-11,Cancelado ,Web
2242,889,2024-05-25,Cancelado,App
2243,336,2026-01-30,Cancelado,Web
2244,234,2026-03-11,Completado,Marketplace
2245,575,2024-07-19,Completado,Web
2246,474,2024-08-29,Completado,Web
2247,262,2024-09-29,Completado,Web
2248,467,2026-06-30,Completado,Web
2249,99,2024-10-02,Completado,Tienda fisica
2250,436,2026-07-02,Completado,Web
2251,534,2025-01-19,Completado,App
2252,973,2025-10-07,Cancelado,Web
2253,850,2026-02-10,Completado,Marketplace
2254,306,2026-04-06,Completado,Web
2255,994,2024-01-30,Completado,Web
2256,100,2025-12-04,Completado,WhatsApp
2257,545,2026-03-27,Completado,Marketplace
2258,792,2025-04-06,Completado,Web
2259,811,2024-03-12,Completado,Marketplace
2260,204,2024-09-14,Completado,Tienda fisica
2261,652,2025-08-07,Completado,App
2262,750,2024-09-18,Completado,Web
2263,691,2025-12-14,Pendiente,Marketplace
2264,970,2024-01-13,Completado,WhatsApp
2265,306,2025-04-02,Completado,App
2266,822,2024-11-16,Completado,Tienda fisica
2267,965,2026-01-05,Completado,Web
2268,691,2024-04-15,Completado,Tienda fisica
2269,293,2024-09-02,En preparacion,WhatsApp
2270,783,2024-11-16,Completado,Marketplace
2271,994,2025-11-05,Completado,Web
2272,151,2024-12-15,Completado,WhatsApp
2273,722,2024-10-11,Completado,App
2274,708,2024-09-20,Completado,Web
2275,729,2026-03-30,Completado,Marketplace
2276,1000,2024-07-08,Completado,WhatsApp
2277,474,2025-04-14,Completado,Web
2278,743,2024-04-07,Completado,Tienda fisica
2279,421,2025-08-22,Completado,App
2280,994,2026-05-13,Completado,Tienda fisica
2281,116,2025-06-26,Completado,App
2282,535,2026-04-10,Completado,Tienda fisica
2283,816,2026-02-21,Completado,Web
2284,293,2024-08-28,Completado,App
2285,430,2025-12-01,Completado,Tienda fisica
2286,136,2025-02-08,Completado,Web
2287,995,2025-05-29,Completado,Tienda fisica
2288,765,2024-07-17,Completado,Web
2289,146,2024-08-19,Completado,App
2290,621,2024-08-16,Completado,Web
2291,534,2024-12-09,Completado,Web
2292,576,2024-05-08,Completado,Tienda fisica
2293,724,2026-06-19,Completado,Tienda fisica
2294,960,2024-05-12,Completado,Web
2295,599,2024-07-09,Completado,Web
2296,684,2024-02-24,Completado,Tienda fisica
2297,200,2025-04-01,Completado,App
2298,545,2026-04-10,Completado,Tienda fisica
2299,486,2026-08-02,Completado,Tienda fisica
2300,462,2024-04-26,Completado,Tienda fisica
2301,729,2024-12-31,Completado,Web
2302,832,2025-12-31,Completado,WhatsApp
2303,715,2025-09-23,Completado,WhatsApp
2304,127,2024-01-24,Completado,App
2305,37,2025-11-28,Completado,Web
2306,648,2026-02-24,Completado,Web
2307,146,2025-06-28,Completado,App
2308,166,2024-12-08,Completado,Web
2309,572,2025-03-28,En preparacion,Web
2310,575,2024-10-22,Completado,App
2311,70,2025-10-30,Completado,Tienda fisica
2312,419,2024-06-20,Completado,Web
2313,535,2024-07-28,Completado,Web
2314,119,2026-03-27,Completado,Web
2315,326,2026-02-02,Pendiente,Tienda fisica
2316,994,2024-10-13,Completado,App
2317,959,2025-11-08,Completado,Web
2318,965,2026-03-22,Completado,Tienda fisica
2319,960,2024-11-29,Completado,Web
2320,457,2025-05-29,Completado,Web
2321,46,2025-09-25,Completado,Web
2322,409,2025-11-20,Completado,Tienda fisica
2323,121,2024-12-03,Completado,App
2324,567,2024-03-06,Completado,Marketplace
2325,804,2026-07-15,Completado,Web
2326,734,2025-08-19,Completado,Web
2327,586,2026-02-11,Completado,App
2328,575,2025-12-19,Completado,Web
2329,409,2024-08-14,Completado,Web
2330,339,2024-08-16,Completado,Marketplace
2331,893,2024-01-12,Completado,Web
2332,396,2025-07-08,Completado,App
2333,436,2024-04-28,Completado,Web
2334,836,2026-04-10,Completado,Tienda fisica
2335,328,2025-07-03,Pendiente,Tienda fisica
2336,932,2025-01-09,Completado,Tienda fisica
2337,767,2026-04-12,Completado,Web
2338,68,2024-09-28,En preparacion,Web
2339,567,2025-05-22,completado,App
2340,66,2025-10-27,Completado,WhatsApp
2341,118,2025-11-20,Completado,Web
2342,200,2024-08-14,Completado,Marketplace
2343,803,2024-05-18,Completado,App
2344,848,2025-12-18,Completado,Web
2345,565,2026-02-20,Pendiente,Web
2346,792,2025-06-15,Completado,WhatsApp
2347,779,2024-09-19,Completado,Web
2348,426,2024-12-26,Completado,App
2349,407,2025-04-12,Completado,Web
2350,603,2025-05-13,Completado,Web
2351,223,2024-07-02,Completado,Tienda fisica
2352,118,2024-12-19,Pendiente,WhatsApp
2353,11,2024-11-23,Pendiente,WhatsApp
2354,761,2025-02-01,Completado,App
2355,957,2024-05-10,Cancelado,Tienda fisica
2356,410,2025-10-28,Completado,App
2357,407,2024-06-10,Pendiente,WhatsApp
2358,965,2024-05-31,Completado ,Web
2359,179,2026-06-18,Completado,Marketplace
2360,776,2024-08-21,Completado,Web
2361,652,2025-09-30,Completado,Web
2362,869,2026-06-23,Completado,Web
2363,670,2025-06-08,Completado,Web
2364,168,2024-11-07,Pendiente,Tienda fisica
2365,14,2025-05-29,Completado,App
2366,474,2025-02-22,Completado,App
2367,973,2025-05-31,Completado,Marketplace
2368,320,2024-06-01,Completado,Tienda fisica
2369,20,2026-02-14,Completado,Web
2370,984,2025-04-28,Completado,Tienda fisica
2371,687,2025-05-22,Completado,Tienda fisica
2372,670,2024-11-16,Completado,App
2373,119,2025-12-27,Completado,Web
2374,637,2024-09-26,Completado,App
2375,320,2025-09-03,Completado,Web
2376,275,2024-08-20,Completado,Tienda fisica
2377,22,2025-04-23,Completado,Web
2378,733,2025-09-06,Completado,Web
2379,58,2025-05-02,Completado,Marketplace
2380,469,2024-09-18,Cancelado,Tienda fisica
2381,118,2026-07-30,Completado,Web
2382,299,2026-06-19,Completado,Web
2383,481,2026-03-27,completado,App
2384,970,2024-01-13,Completado,App
2385,841,2026-08-08,Completado,WhatsApp
2386,276,2025-03-26,completado,Tienda fisica
2387,661,2026-07-10,Completado,Marketplace
2388,932,2024-07-26,Completado,Web
2389,970,2025-07-29,Completado,WhatsApp
2390,31,2024-09-24,Completado,Web
2391,711,2024-01-20,Pendiente,App
2392,358,2025-12-06,Completado,Web
2393,623,2024-09-21,Completado,App
2394,510,2025-02-07,Completado,Tienda fisica
2395,575,2024-08-02,Completado,App
2396,565,2025-07-22,Completado,Web
2397,39,2024-04-27,Completado,Web
2398,994,2026-02-15,Completado,Web
2399,481,2026-04-23,Completado,Web
2400,932,2024-04-01,Completado,App
2401,200,2024-08-24,Completado,App
2402,310,2025-04-14,Completado,Web
2403,986,2026-07-22,Completado,Marketplace
2404,767,2025-09-24,Completado,Web
2405,644,2025-12-05,Completado,App
2406,395,2026-08-22,Pendiente,Marketplace
2407,840,2026-07-26,Completado,Marketplace
2408,812,2025-11-04,Cancelado,Tienda fisica
2409,729,2025-06-14,Completado,Web
2410,841,2024-03-21,Completado,Web
2411,642,2025-10-25,Completado,App
2412,28,2024-09-21,Completado,App
2413,248,2025-01-18,Completado,Web
2414,603,2024-05-03,Completado,App
2415,970,2025-04-14,Cancelado,WEB
2416,816,2024-11-17,Cancelado,Web
2417,246,2026-02-02,Completado,Web
2418,347,2025-04-30,Completado,Web
2419,124,2024-03-12,Completado,Tienda fisica
2420,973,2024-04-27,Completado,Marketplace
2421,275,2025-03-13,Cancelado,Tienda fisica
2422,211,2024-07-06,Completado,App
2423,74,2025-04-26,Completado,App
2424,711,2024-07-05,Pendiente,Marketplace
2425,644,2024-09-16,Completado,Web
2426,33,2025-01-07,Completado,Web
2427,733,2024-11-04,Completado,WEB
2428,457,2024-12-25,cancelado,Tienda fisica
2429,63,2025-05-05,Completado,Web
2430,958,2024-09-19,Completado,App
2431,278,2026-08-28,Completado,Tienda fisica
2432,994,2024-08-08,En preparacion ,Web
2433,629,2024-06-07,Completado,App
2434,951,2026-07-09,Completado,Web
2435,260,2026-07-01,completado,Web
2436,364,2025-08-30,Completado,Marketplace
2437,173,2024-06-16,En preparacion,Tienda fisica
2438,178,2024-01-05,Completado,WhatsApp
2439,920,2025-06-13,Completado,Marketplace
2440,315,2024-12-20,Completado,Marketplace
2441,833,2024-12-01,Completado,Web
2442,963,2025-08-23,Completado,Web
2443,381,2024-03-22,Completado,Web
2444,652,2025-04-09,Completado,App
2445,710,2026-01-27,Completado,Web
2446,262,2025-12-29,Completado,Tienda fisica
2447,689,2026-03-13,Completado,Web
2448,156,2025-12-29,Completado,Web
2449,385,2026-08-14,Cancelado,Web
2450,293,2025-04-03,Completado,App
2451,293,2025-05-20,Completado,Web
2452,479,2025-12-05,Completado,App
2453,151,2026-05-15,Completado,Web
2454,383,2025-11-26,Completado,WhatsApp
2455,522,2024-07-25,Pendiente,App
2456,301,2025-07-23,Completado,WhatsApp
2457,396,2025-11-10,En preparacion,Tienda fisica
2458,821,2025-06-05,Completado,App
2459,505,2024-10-27,Completado,Web
2460,238,2025-04-12,Completado,Marketplace
2461,676,2026-06-10,Completado,Tienda fisica
2462,119,2024-07-20,Completado,Web
2463,2,2024-02-13,Completado,Web
2464,315,2025-09-21,Pendiente,Tienda fisica
2465,534,2025-07-10,Completado,Web
2466,828,2024-10-11,Completado,Marketplace
2467,670,2025-06-14,Completado,App
2468,943,2025-11-10,Completado,App
2469,816,2024-12-08,Completado,Tienda fisica
2470,801,2025-10-03,Completado,Marketplace
2471,987,2026-07-07,Completado,Web
2472,906,2025-05-17,Completado,Web
2473,455,2024-03-06,Cancelado,App
2474,291,2024-09-07,Completado,Tienda fisica
2475,729,2024-12-11,Cancelado,Tienda fisica
2476,493,2026-07-26,Completado,Web
2477,44,2026-03-29,Completado,Web
2478,385,2026-01-02,Completado,Web
2479,652,2024-12-21,Completado,Web
2480,204,2025-10-02,Completado,Web
2481,522,2024-07-28,Completado,App
2482,68,2024-04-08,En preparacion,App
2483,181,2024-02-14,Completado,Tienda fisica
2484,843,2025-09-04,Completado,App
2485,976,2024-08-08,completado,Web
2486,104,2024-08-14,Completado,Web
2487,238,2024-12-13,Completado,Web
2488,619,2024-10-17,Completado,Web
2489,435,2024-06-28,Cancelado,WhatsApp
2490,350,2024-09-13,Completado,Tienda fisica
2491,474,2026-02-04,Completado,Web
2492,580,2025-05-14,Completado,WhatsApp
2493,399,2025-06-19,Cancelado,Tienda fisica
2494,811,2026-03-25,Completado,MARKETPLACE
2495,74,2025-12-18,Cancelado,Web
2496,122,2024-07-11,Completado,Web
2497,118,2025-12-01,Completado,App
2498,338,2024-03-07,Completado,App
2499,983,2026-01-10,Completado,Web
2500,693,2024-11-05,Completado,Tienda fisica
2501,943,2024-09-26,Completado,Tienda fisica
2502,64,2026-02-03,Completado,Web
2503,628,2025-04-26,Completado,Web
2504,603,2025-01-18,Completado,App
2505,780,2026-04-25,Completado,Tienda fisica
2506,599,2025-05-26,Completado,App
2507,994,2025-10-06,Completado,Web
2508,590,2026-06-04,Completado,Marketplace
2509,111,2026-01-08,Completado,Web
2510,474,2024-03-07,Cancelado,Web
2511,837,2026-03-17,Completado,Web
2512,246,2024-02-20,Completado,App
2513,293,2026-03-14,Completado,Web
2514,495,2025-03-20,Completado,Web
2515,600,2025-12-03,Completado,Web
2516,519,2024-12-26,Completado,Tienda fisica
2517,385,2025-10-16,Completado,Web
2518,857,2025-09-13,Completado,Tienda fisica
2519,362,2026-02-08,Completado,Marketplace
2520,396,2025-08-14,Completado,Tienda fisica
2521,665,2024-08-03,Completado,Web
2522,811,2025-06-27,Completado,Tienda fisica
2523,663,2024-02-24,Completado,WhatsApp
2524,590,2025-07-25,Completado,Web
2525,348,2025-10-25,Completado,App
2526,68,2025-04-14,Completado,Web
2527,364,2024-03-19,Completado,Marketplace
2528,42,2025-09-25,Completado,Web
2529,603,2025-03-03,Completado,Tienda fisica
2530,419,2024-11-18,Completado,Web
2531,796,2026-04-01,Completado,Web
2532,599,2024-12-23,Completado,WhatsApp
2533,965,2025-10-18,Completado,Marketplace
2534,336,2024-11-24,Completado,Tienda fisica
2535,481,2026-05-25,Completado,Tienda fisica
2536,329,2024-06-14,Pendiente ,Marketplace
2537,710,2026-04-30,Completado,Tienda fisica
2538,841,2024-10-18,Completado,Tienda fisica
2539,957,2026-07-23,Completado,Web
2540,58,2025-11-08,Completado,Marketplace
2541,217,2025-01-01,Completado,Web
2542,300,2026-07-23,Completado,Web
2543,652,2024-12-11,Completado,App
2544,409,2025-11-21,Completado,Web
2545,904,2026-08-01,Completado,Marketplace
2546,489,2025-11-13,Completado,Web
2547,817,2024-07-01,Cancelado,Tienda fisica
2548,110,2025-05-30,Completado,Web
2549,119,2025-08-18,Completado,Web
2550,903,2024-04-20,Completado,Tienda fisica
2551,70,2025-10-01,Completado,Tienda fisica
2552,607,2025-11-15,Completado,Web
2553,652,2026-01-06,Cancelado,Web
2554,970,2026-02-24,Completado,Tienda fisica
2555,951,2024-09-14,Completado,Web
2556,951,2024-05-22,Pendiente,Marketplace
2557,318,2025-04-30,Completado,Marketplace
2558,548,2025-11-07,Completado,Marketplace
2559,39,2026-06-02,Completado,Web
2560,34,2026-05-02,Completado,MARKETPLACE
2561,495,2024-05-28,En preparacion,Web
2562,995,2025-08-30,Completado,App
2563,253,2024-11-22,Completado,App
2564,196,2026-07-18,Completado,Web
2565,876,2024-10-07,Completado,Marketplace
2566,104,2024-08-28,Completado,Tienda fisica
2567,502,2024-09-12,Completado,Web
2568,293,2026-07-13,Completado,Tienda fisica
2569,7,2024-08-31,Completado,Tienda fisica
2570,102,2025-08-19,Completado,App
2571,596,2024-12-25,Completado,App
2572,453,2024-04-11,Completado,Web
2573,390,2024-08-22,Completado,WhatsApp
2574,937,2024-08-31,Completado,Web
2575,534,2025-07-12,Completado,Marketplace
2576,336,2024-12-27,Completado,App
2577,198,2024-05-02,Completado,WhatsApp
2578,77,2026-04-16,Completado,WhatsApp
2579,827,2026-06-28,Completado,App
2580,567,2025-12-22,Completado,Web
2581,691,2024-06-05,Completado,Web
2582,462,2025-07-17,Completado,Web
2583,663,2026-05-24,Pendiente,Web
2584,320,2026-01-11,Completado,Web
2585,320,2024-03-08,Completado,Web
2586,717,2024-11-06,Completado,WhatsApp
2587,855,2024-12-31,Completado,Web
2588,767,2025-12-28,Cancelado,Tienda fisica
2589,716,2025-05-17,Cancelado,Marketplace
2590,543,2025-09-13,Completado,Tienda fisica
2591,155,2024-02-09,Completado,Web
2592,716,2026-03-20,Completado,Tienda fisica
2593,670,2026-03-08,Completado,Tienda fisica
2594,194,2025-06-06,Completado,App
2595,383,2026-01-07,Completado,Web
2596,960,2024-11-19,Completado,Web
2597,377,2025-10-12,Completado,Tienda fisica
2598,712,2025-11-29,Completado,App
2599,970,2025-04-11,Cancelado,Tienda fisica
2600,938,2026-03-29,Completado,Tienda fisica
2601,758,2025-09-25,Completado,Web
2602,430,2024-11-14,Completado,Web
2603,831,2026-02-27,Pendiente,Web
2604,348,2024-08-24,Completado,App
2605,310,2025-04-19,Completado,Tienda fisica
2606,239,2025-11-26,Completado,Web
2607,417,2025-08-10,Completado,Web
2608,535,2024-07-15,Completado,Web
2609,526,2026-04-15,Completado,Tienda fisica
2610,284,2024-01-23,Completado,Web
2611,819,2024-10-30,Pendiente,App
2612,831,2024-07-29,Completado,Tienda fisica
2613,396,2025-10-17,Completado,Web
2614,164,2024-02-03,Completado,App
2615,987,2026-08-07,Completado,App
2616,442,2024-05-02,Pendiente,Web
2617,767,2024-11-18,En preparacion,Web
2618,66,2025-10-18,Completado,Marketplace
2619,236,2024-02-02,Completado,Tienda fisica
2620,663,2025-12-11,Pendiente,Web
2621,867,2025-05-22,Completado,Tienda fisica
2622,802,2025-01-04,Completado,Web
2623,463,2024-09-08,Completado,WEB
2624,306,2026-08-04,Completado,WhatsApp
2625,886,2025-08-30,En preparacion,Web
2626,879,2024-05-23,Completado,Tienda fisica
2627,450,2026-01-18,Completado,Tienda fisica
2628,837,2026-04-13,Completado,Tienda fisica
2629,217,2025-12-24,Completado,App
2630,638,2024-10-31,Completado,Tienda fisica
2631,668,2025-08-09,Completado,Web
2632,752,2024-11-09,Completado,Tienda fisica
2633,168,2024-04-19,Completado,App
2634,658,2024-08-01,Completado,Web
2635,179,2025-01-10,Completado,Tienda fisica
2636,855,2026-08-18,Completado,App
2637,780,2026-08-28,Cancelado,Tienda fisica
2638,733,2026-06-20,Completado,Tienda fisica
2639,833,2025-08-15,completado,Web
2640,236,2024-06-18,Completado,Web
2641,122,2024-12-31,Completado,Web
2642,648,2025-04-09,Completado,Web
2643,982,2026-07-15,Completado,WhatsApp
2644,68,2024-11-14,En preparacion,Web
2645,565,2025-06-22,Completado,Tienda fisica
2646,754,2026-06-11,Completado,Marketplace
2647,253,2024-02-08,Completado,App
2648,476,2024-04-27,Completado,Web
2649,449,2025-07-05,Completado,Tienda fisica
2650,467,2026-08-13,Completado,Tienda fisica
2651,565,2024-11-28,Pendiente,Web
2652,535,2024-05-11,Pendiente,Web
2653,970,2024-02-10,Completado,Tienda fisica
2654,419,2025-12-06,Completado,Marketplace
2655,586,2026-06-09,Completado,Tienda fisica
2656,970,2024-10-04,Completado,Web
2657,97,2025-03-15,Completado,Web
2658,70,2024-08-09,Pendiente,Web
2659,2,2024-01-15,Completado,Tienda fisica
2660,409,2026-05-08,Completado,WhatsApp
2661,419,2024-04-30,Completado ,Web
2662,693,2025-01-11,completado,App
2663,646,2025-07-04,Completado,WhatsApp
2664,536,2024-07-12,Completado,Marketplace
2665,717,2026-05-29,Completado,WhatsApp
2666,261,2026-05-01,Cancelado,Web
2667,473,2024-07-20,Completado,Tienda fisica
2668,194,2025-12-20,Completado,Web
2669,155,2025-03-15,Completado,App
2670,118,2025-10-04,Completado,Tienda fisica
2671,80,2025-12-03,Completado,Web
2672,474,2026-03-15,Completado ,Web
2673,779,2025-06-07,Completado,Marketplace
2674,965,2024-09-29,Completado,WEB
2675,74,2026-05-07,Completado,App
2676,855,2025-03-19,Completado,Web
2677,345,2025-08-23,Completado,Web
2678,543,2025-07-04,Completado,Tienda fisica
2679,3,2024-10-09,Completado,App
2680,663,2025-07-03,Completado,Tienda fisica
2681,420,2025-05-05,Pendiente,Web
2682,205,2024-09-20,Completado,Web
2683,516,2025-02-14,Completado,Tienda fisica
2684,310,2024-04-16,Completado,Tienda fisica
2685,416,2024-12-02,Completado,Tienda fisica
2686,481,2025-11-11,Completado,Web
2687,468,2024-05-12,Completado,Tienda fisica
2688,562,2024-10-17,Completado,Web
2689,887,2024-02-19,Completado,WhatsApp
2690,794,2026-02-16,Completado,Marketplace
2691,107,2025-11-07,Completado,App
2692,364,2025-10-11,Completado,Web
2693,45,2025-12-06,Completado,Tienda fisica
2694,536,2025-11-25,Completado,App
2695,652,2024-01-15,Completado,WhatsApp
2696,175,2025-11-19,Completado,Web
2697,11,2025-05-14,Pendiente,Tienda fisica
2698,276,2025-04-21,Completado,Marketplace
2699,948,2025-12-20,Completado,Marketplace
2700,469,2024-12-29,Completado,Web
2701,954,2024-04-19,Completado,Web
2702,776,2025-08-17,Completado,Web
2703,642,2024-12-20,Completado,Web
2704,603,2025-03-23,Completado,WhatsApp
2705,684,2025-04-29,Completado,Web
2706,474,2024-04-22,Completado,Tienda fisica
2707,801,2026-04-01,Completado,WhatsApp
2708,652,2025-12-24,Completado,Tienda fisica
2709,876,2024-07-13,Completado,Web
2710,155,2025-08-25,Completado,WhatsApp
2711,879,2024-06-02,Completado,App
2712,119,2024-11-23,Completado,Web
2713,447,2026-07-10,Completado,Web
2714,418,2026-06-24,Completado,Web
2715,306,2025-10-31,Completado,Tienda fisica
2716,973,2024-12-28,Completado,Marketplace
2717,431,2024-12-08,Completado,Web
2718,994,2026-02-13,Completado,App
2719,342,2026-07-24,Completado,Web
2720,837,2024-06-06,Completado,Tienda fisica
2721,717,2024-05-10,Completado,Tienda fisica
2722,442,2024-08-23,Completado,Web
2723,575,2024-06-07,Completado,Tienda fisica
2724,181,2024-07-13,Completado,Web
2725,912,2024-11-08,Completado,Web
2726,603,2026-04-09,Pendiente,Tienda fisica
2727,973,2024-01-25,Completado,Web
2728,534,2025-10-10,Completado,Marketplace
2729,200,2024-11-30,Completado,Tienda fisica
2730,933,2024-05-29,Completado,Tienda fisica
2731,783,2025-04-23,Completado,Web
2732,370,2025-02-11,Pendiente,Web
2733,817,2025-02-09,Completado,App
2734,944,2026-02-11,Completado,App
2735,578,2024-10-06,Completado,App
2736,603,2024-01-29,Completado,Tienda fisica
2737,663,2024-01-03,Completado,Marketplace
2738,28,2026-02-21,Completado,Web
2739,828,2024-07-18,Completado ,App
2740,179,2025-07-20,Completado,Web
2741,612,2024-07-06,Cancelado,WhatsApp
2742,587,2024-11-23,Completado,WEB
2743,349,2025-04-19,Pendiente,Web
2744,994,2025-06-26,Completado,Tienda fisica
2745,519,2024-11-16,Completado,Web
2746,179,2024-01-12,Pendiente,Marketplace
2747,652,2024-06-20,Completado,Web
2748,258,2025-12-15,Completado,App
2749,143,2024-03-31,Completado,Web
2750,418,2024-08-08,Completado,Web
2751,336,2025-09-04,Completado,Tienda fisica
2752,619,2024-06-23,Completado,Tienda fisica
2753,951,2026-05-27,Completado,App
2754,539,2026-03-25,Completado,Web
2755,466,2025-05-31,Completado,App
2756,942,2026-04-30,Completado,Web
2757,626,2025-03-28,En preparacion,Web
2758,151,2024-05-13,Completado,Web
2759,637,2024-02-01,Completado,Web
2760,704,2025-11-21,Completado,WhatsApp
2761,558,2025-11-15,Pendiente,Marketplace
2762,965,2024-04-01,Completado,App
2763,672,2025-10-11,Pendiente,Tienda fisica
2764,758,2024-05-07,Completado,App
2765,437,2024-05-12,Completado,Tienda fisica
2766,948,2024-11-09,Completado,WhatsApp
2767,3,2025-11-12,Completado,Web
2768,646,2024-12-27,Completado,Web
2769,179,2025-12-26,Completado,Web
2770,688,2025-10-04,Completado,Marketplace
2771,603,2025-03-09,Completado,App
2772,565,2025-04-10,Completado,App
2773,729,2025-09-09,Completado,Tienda fisica
2774,251,2026-06-06,Completado,Web
2775,70,2024-09-08,Completado,Marketplace
2776,868,2024-12-17,Completado,Web
2777,493,2024-08-10,Completado,Web
2778,869,2024-11-09,Pendiente,Web
2779,587,2024-09-28,Completado,Web
2780,534,2024-11-03,Cancelado,Web
2781,407,2026-07-12,Completado,Tienda fisica
2782,239,2026-01-15,Cancelado,Tienda fisica
2783,265,2026-04-11,Completado,Tienda fisica
2784,543,2025-10-28,Completado,Tienda fisica
2785,342,2025-07-25,Completado,Web
2786,205,2026-08-20,Completado,App
2787,98,2026-07-24,Completado,App
2788,399,2025-12-17,Completado,Web
2789,932,2024-01-10,Completado,Web
2790,52,2026-07-20,Cancelado,Tienda fisica
2791,244,2026-05-30,Completado,Marketplace
2792,390,2025-07-15,Completado,Tienda fisica
2793,88,2024-06-16,Completado,Web
2794,183,2024-12-28,Completado,Marketplace
2795,453,2025-11-06,Cancelado,Marketplace
2796,336,2024-08-23,Completado,Tienda fisica
2797,469,2024-08-01,Completado,App
2798,3,2025-07-02,Completado,Marketplace
2799,567,2025-06-27,Completado,Tienda fisica
2800,318,2025-03-05,Completado,MARKETPLACE
2801,60,2026-03-27,Completado,Web
2802,112,2025-11-02,Completado,App
2803,784,2025-05-28,Completado,Web
2804,779,2025-10-18,Completado,WhatsApp
2805,771,2026-08-06,Completado,Web
2806,194,2024-06-07,Pendiente,Marketplace
2807,652,2025-10-17,Completado,App
2808,670,2025-09-28,Completado,Tienda fisica
2809,868,2025-05-23,Pendiente,Tienda fisica
2810,45,2025-06-13,Completado,Tienda fisica
2811,141,2026-08-21,Completado,Web
2812,994,2024-12-14,Completado,Tienda fisica
2813,68,2025-09-21,Completado,Tienda fisica
2814,807,2024-05-24,Completado,Marketplace
2815,139,2025-05-22,Completado,Web
2816,525,2025-11-05,Completado,App
2817,994,2026-04-04,Completado,App
2818,95,2025-01-17,Completado,Web
2819,505,2024-07-22,Completado,Web
2820,362,2025-04-12,Completado,Tienda fisica
2821,779,2024-09-13,Completado,Web
2822,270,2024-11-18,Completado,Tienda fisica
2823,663,2024-03-25,En preparacion,Web
2824,146,2024-11-23,Completado,Web
2825,688,2025-11-07,Completado,Tienda fisica
2826,173,2026-04-24,Completado,Web
2827,567,2024-04-24,Completado,Tienda fisica
2828,86,2024-12-07,Completado,Tienda fisica
2829,323,2025-03-18,Completado,Tienda fisica
2830,883,2024-12-04,Completado,Tienda fisica
2831,901,2026-02-21,Completado,Tienda fisica
2832,522,2026-01-30,Completado,App
2833,643,2025-12-29,Completado,App
2834,336,2024-04-10,Completado,Tienda fisica
2835,504,2026-06-25,Completado,Tienda fisica
2836,364,2026-07-31,Completado,Marketplace
2837,857,2025-11-24,Completado,WhatsApp
2838,869,2025-12-13,Completado,Web
2839,151,2026-08-11,Completado,Web
2840,578,2025-12-27,Completado,Marketplace
2841,320,2025-08-16,Completado,App
2842,457,2024-07-21,Completado,Web
2843,178,2024-03-21,Completado,Web
2844,505,2026-02-23,Completado,Web
2845,994,2025-03-11,Completado,App
2846,183,2024-01-05,Completado,Web
2847,399,2024-12-27,Completado,Web
2848,977,2026-06-19,Completado,Marketplace
2849,562,2024-05-10,Completado,Web
2850,716,2024-11-28,Completado,App
2851,278,2024-06-03,En preparacion,Web
2852,353,2025-11-08,Cancelado,WhatsApp
2853,757,2026-08-10,Completado,App
2854,716,2024-08-22,Completado,Tienda fisica
2855,534,2026-05-19,Completado,Web
2856,994,2025-09-07,Completado,Tienda fisica
2857,219,2026-01-30,Completado,App
2858,833,2024-12-03,Completado,Web
2859,857,2024-03-09,Completado,Web
2860,379,2025-09-10,Completado,Tienda fisica
2861,713,2026-07-20,Completado,Web
2862,711,2024-04-01,Completado,Web
2863,839,2026-02-07,Completado,Tienda fisica
2864,781,2025-10-02,Pendiente,Marketplace
2865,20,2024-07-11,Completado,App
2866,783,2025-01-27,Completado,Web
2867,643,2026-07-13,Completado,Marketplace
2868,487,2025-03-13,En preparacion,Tienda fisica
2869,890,2025-05-30,Completado,Tienda fisica
2870,826,2024-11-21,Completado ,Web
2871,442,2024-12-15,Completado,Tienda fisica
2872,200,2024-05-07,Completado,Web
2873,521,2024-11-19,Completado,Web
2874,118,2026-03-09,completado,App
2875,210,2026-08-05,Completado,Web
2876,512,2025-10-07,Completado,Web
2877,119,2024-10-09,Completado,WhatsApp
2878,20,2024-04-21,Completado,Marketplace
2879,99,2024-06-28,Completado,Marketplace
2880,186,2024-10-16,Completado,Tienda fisica
2881,567,2024-05-22,Completado,Web
2882,179,2025-10-09,Completado,Tienda fisica
2883,652,2026-05-01,Completado,App
2884,541,2025-10-30,Completado,Web
2885,399,2025-12-23,Completado,Tienda fisica
2886,251,2025-07-18,Completado,Web
2887,122,2025-05-20,Completado,Marketplace
2888,362,2025-03-24,Completado,Marketplace
2889,761,2025-10-20,Completado,Marketplace
2890,442,2024-03-06,Completado,Web
2891,457,2026-02-22,Completado,App
2892,442,2024-11-26,Completado,Tienda fisica
2893,736,2026-04-18,Completado,Web
2894,994,2026-01-23,Completado,Web
2895,733,2025-07-11,En preparacion,Marketplace
2896,457,2024-11-23,Completado,Tienda fisica
2897,234,2025-12-05,Completado,Web
2898,68,2025-04-07,Cancelado,Marketplace
2899,206,2025-10-15,Completado,App
2900,80,2026-07-18,Completado,Tienda fisica
2901,642,2025-12-05,Completado,Tienda fisica
2902,575,2024-01-26,Completado,Web
2903,118,2026-06-07,Completado,Web
2904,762,2024-08-16,Completado,Marketplace
2905,872,2025-12-02,Completado,Tienda fisica
