id_venta,fecha,cliente_id,producto_id,cantidad
931,2026-07-16,103,3,4
932,2026-01-23,105,4,1
933,2026-06-23,105,2,3
934,2026-07-02,107,5,1
935,2026-03-28,102,3,3
936,2026-01-25,107,3,3
937,2026-02-20,108,2,1
938,2026-01-19,101,1,3
939,2026-07-21,109,1,3
940,2026-06-08,103,3,4
941,2026-08-12,103,3,3
942,2026-08-06,102,4,5
943,2026-01-12,102,1,1
944,2026-08-06,107,5,1
945,2026-05-22,102,4,4
946,2026-07-12,103,2,1
947,2026-06-19,108,4,2
948,2026-05-09,104,3,3
949,2026-02-17,104,5,2
950,2026-08-26,108,1,4
951,2026-06-18,102,1,3
952,2026-05-01,101,3,4
953,2026-03-16,103,5,3
954,2026-06-24,104,3,3
955,2026-08-20,109,2,1
956,2026-08-12,108,1,1
957,2026-08-09,106,1,5
958,2026-05-11,101,2,2
959,2026-07-19,104,4,3
960,2026-03-20,109,2,2
961,2026-04-04,102,2,1
962,2026-03-26,104,2,4
963,2026-04-17,104,3,5
964,2026-08-12,109,2,4
965,2026-07-12,109,5,4
966,2026-06-06,103,4,3
967,2026-06-29,103,4,2
968,2026-02-09,105,1,2
969,2026-08-14,109,2,1
970,2026-08-03,107,4,5
971,2026-01-03,107,1,1
972,2026-05-08,106,5,4
973,2026-02-22,107,2,2
974,2026-06-10,108,3,4
975,2026-04-17,104,4,2
976,2026-05-30,102,3,5
977,2026-04-28,109,5,5
978,2026-02-23,105,2,4
979,2026-07-30,107,3,5
980,2026-05-31,109,4,1
981,2026-07-26,107,2,2
982,2026-01-13,101,5,1
983,2026-06-05,106,1,2
984,2026-04-27,105,5,2
985,2026-07-13,101,3,1
986,2026-01-21,107,4,2
987,2026-06-14,103,2,4
988,2026-02-05,109,5,4
989,2026-01-14,101,5,5
990,2026-05-09,105,1,4
991,2026-04-09,105,2,5
992,2026-03-04,103,4,1
993,2026-05-14,101,2,2
994,2026-08-23,108,1,2
995,2026-06-14,110,3,1
996,2026-04-22,105,3,3
997,2026-08-05,107,3,3
998,2026-08-13,104,1,3
999,2026-01-21,105,4,5
1000,2026-07-08,109,3,3
