pago_id,pedido_id,fecha_pago,monto,metodo_pago,estado
1135,1135,2024-06-22,27412.34,Tarjeta credito,Aprobado
1136,1136,2025-09-28,15389.97,Tarjeta credito,Aprobado
1137,1137,2025-09-01,34875.44,Tarjeta debito,Aprobado
1138,1138,2025-11-25,41820.87,Mercado Pago,Aprobado
1139,1139,2024-12-31,1379460.65,Tarjeta credito,Aprobado
1140,1140,2024-06-15,111517.05,Tarjeta credito,Aprobado
1141,1141,2026-06-26,17953.29,Mercado Pago,Pendiente
1142,1142,2024-11-07,73052.72,Tarjeta credito,Aprobado
1143,1143,2025-05-24,65541.66,Transferencia,Aprobado
1144,1144,2024-04-25,151829.52,Tarjeta credito,Aprobado
1145,1145,2025-07-02,177743.76,Mercado Pago,Aprobado
1146,1146,2024-01-11,38078.04,Mercado Pago,Aprobado
1147,1147,2024-03-05,18306.2,Tarjeta debito,Aprobado
1148,1148,2024-11-08,33755.0,Tarjeta credito,Aprobado
1149,1149,2024-08-30,17087.7,Tarjeta credito,Aprobado
1150,1150,2024-12-20,42395.98,tarjeta debito,Aprobado
1151,1151,2024-10-26,74753.08,Transferencia,Aprobado
1152,1152,2025-08-08,0.0,Transferencia,Rechazado
1153,1153,2024-02-05,36164.35,Tarjeta credito,Aprobado
1154,1154,2024-10-29,0.0,Efectivo,Rechazado
1155,1155,2025-03-08,48715.03,Tarjeta credito,Aprobado
1156,1156,2026-03-08,106185.87,Tarjeta credito,Aprobado
1157,1157,2026-02-25,50546.0,Mercado Pago,Aprobado
1158,1158,2025-11-08,31282.22,Tarjeta credito,Aprobado
1159,1159,2025-09-03,59416.14,Transferencia,Aprobado
1160,1160,2024-05-21,0.0,Transferencia,Rechazado
1161,1161,2026-01-28,14818.82,Tarjeta debito,Aprobado
1162,1162,2025-10-17,93402.4,Transferencia,Aprobado
1163,1163,2025-09-27,81593.0,Tarjeta debito,Aprobado
1164,1164,2024-11-17,0.0,Tarjeta credito,Rechazado
1165,1165,2026-07-27,25290.02,Transferencia,Aprobado
1166,1166,2025-04-27,45751.3,Tarjeta credito,Aprobado
1167,1167,2024-12-31,38305.56,Tarjeta credito,Aprobado
1168,1168,2024-02-01,48878.47,Mercado Pago,Aprobado
1169,1169,2025-05-04,28822.98,Mercado Pago,Aprobado
1170,1170,2025-12-09,51758.42,Tarjeta debito,Aprobado
1171,1171,2025-06-08,0.0,Mercado Pago,Rechazado
1172,1172,2026-01-30,17638.6,Tarjeta credito,Pendiente
1173,1173,2025-02-09,56459.34,Transferencia,Aprobado
1174,1174,2024-04-27,66874.8,Mercado Pago,Aprobado
1175,1175,2024-06-17,0.0,Transferencia,Rechazado
1176,1176,2025-06-13,0.0,Tarjeta debito,Rechazado
1177,1177,2026-02-01,35919.42,Tarjeta debito,Aprobado
1178,1178,2024-11-02,68830.62,Tarjeta debito,Aprobado
1179,1179,2026-04-10,19915.25,Transferencia,Pendiente
1180,1180,2025-06-19,81101.18,Tarjeta debito,Aprobado
1181,1181,2025-07-05,104001.46,Tarjeta credito,Aprobado
1182,1182,2026-07-27,91179.8,Mercado Pago,Aprobado
1183,1183,2026-05-17,56689.37,Mercado Pago,Aprobado
1184,1184,2025-01-20,25754.41,Tarjeta credito,Aprobado
1185,1185,2026-02-05,25236.7,Tarjeta credito,Pendiente
1186,1186,2025-08-12,29427.19,Mercado Pago,Aprobado
1187,1187,2024-11-11,93270.99,Tarjeta credito,Aprobado
1188,1188,2026-03-27,125997.76,Mercado Pago,Aprobado
1189,1189,2025-04-17,59957.36,Mercado Pago,Aprobado
1190,1190,2025-02-18,152871.76,Mercado Pago,Aprobado
1191,1191,2024-12-29,29506.78,Mercado Pago,Aprobado
1192,1192,2024-04-04,5942.07,Tarjeta credito,Pendiente
1193,1193,2025-08-04,0.0,Tarjeta credito,Rechazado
1194,1194,2026-05-10,140872.0,Tarjeta credito,Aprobado
1195,1195,2025-02-23,14391.4,Mercado Pago,Aprobado
1196,1196,2024-03-21,18989.4,Mercado Pago,Aprobado
1197,1197,2024-05-09,38052.94,Transferencia,Aprobado
1198,1198,2025-03-05,66763.2,Transferencia,Aprobado
1199,1199,2025-08-15,41361.29,Tarjeta credito,Aprobado
1200,1200,2025-02-16,0.0,Mercado Pago,Rechazado
1201,1201,2024-06-26,20268.27,Tarjeta debito,Aprobado
1202,1202,2026-06-30,37017.24,Tarjeta credito,Aprobado
1203,1203,2026-04-23,53734.1,Mercado Pago,Aprobado
1204,1204,2026-07-11,84661.75,Tarjeta credito,Aprobado
1205,1205,2024-08-30,23977.8,Transferencia,Aprobado
1206,1206,2024-12-23,0.0,Mercado Pago,Rechazado
1207,1207,2025-09-19,52307.33,Mercado Pago,Aprobado
1208,1208,2025-12-28,79622.78,Transferencia,Aprobado
1209,1209,2026-03-10,269723.01,Tarjeta credito,Aprobado
1210,1210,2026-08-06,30791.24,Tarjeta debito,Aprobado
1211,1211,2024-07-07,47451.02,Mercado Pago,Aprobado
1212,1212,2025-11-21,85427.55,Tarjeta credito,Aprobado
1213,1213,2025-03-18,7727.18,Transferencia,Aprobado
1214,1214,2024-07-20,44220.93,Mercado Pago,Pendiente
1215,1215,2025-05-24,9947.68,Tarjeta debito,Aprobado
1216,1216,2024-04-01,0.0,tarjeta credito,Rechazado
1217,1217,2025-08-04,0.0,Mercado Pago,Rechazado
1218,1218,2026-04-23,1312796.86,Tarjeta debito,Aprobado
1219,1219,2025-08-06,15815.64,Mercado Pago,Pendiente
1220,1220,2026-07-13,152839.69,Tarjeta credito,Pendiente
1221,1221,2026-01-17,30678.08,Tarjeta debito,Aprobado
1222,1222,2024-01-24,42058.78,Tarjeta credito,Aprobado
1223,1223,2025-11-24,33090.89,Efectivo,Aprobado
1224,1224,2024-04-19,20896.43,Mercado Pago,Aprobado
1225,1225,2025-12-20,20024.65,Tarjeta debito,Aprobado
1226,1226,2024-05-11,66398.32,Tarjeta credito,Aprobado
1227,1227,2025-08-01,23984.76,Efectivo,Aprobado
1228,1228,2024-07-25,186624.1,Efectivo,Aprobado
1229,1229,2024-10-03,87472.6,Tarjeta credito,Aprobado
1230,1230,2025-03-19,29672.44,Tarjeta credito,Aprobado
1231,1231,2026-06-06,71609.42,Tarjeta credito,Aprobado
1232,1232,2026-03-23,25137.56,Mercado Pago,Aprobado
1233,1233,2024-05-05,31523.42,Tarjeta credito,Aprobado
1234,1234,2026-04-22,0.0,Tarjeta debito,Rechazado
1235,1235,2024-12-13,127602.69,Transferencia,Pendiente
1236,1236,2024-09-23,96638.01,Tarjeta credito,Aprobado
1237,1237,2024-08-13,86643.66,Mercado Pago,Aprobado
1238,1238,2026-06-25,83346.46,Efectivo,Aprobado
1239,1239,2024-11-12,61795.73,Efectivo,Aprobado
1240,1240,2026-02-21,88056.08,Transferencia,Aprobado
1241,1241,2026-01-03,46361.4,Tarjeta credito,Aprobado
1242,1242,2025-12-06,14737.84,Transferencia,Aprobado
1243,1243,2025-02-07,24588.44,Tarjeta debito,Aprobado
1244,1244,2024-07-19,111305.32,Mercado Pago,Pendiente
1245,1245,2025-09-26,9382.88,Mercado Pago,Pendiente
1246,1246,2026-08-18,9065.22,Tarjeta debito,Aprobado
1247,1247,2025-02-14,63011.1,Transferencia,Aprobado
1248,1248,2024-03-28,2206.74,Tarjeta debito,Aprobado
1249,1249,2024-03-13,344102.41,tarjeta debito,Aprobado
1250,1250,2025-03-17,33549.81,Tarjeta credito,Pendiente
1251,1251,2026-06-15,12459.06,Tarjeta debito,Aprobado
1252,1252,2024-12-08,2096387.87,Tarjeta debito,Aprobado
1253,1253,2026-05-18,11544.65,Tarjeta credito,Aprobado
1254,1254,2026-08-22,8726.73,Mercado Pago,Aprobado
1255,1255,2026-04-10,41012.58,Tarjeta credito,Aprobado
1256,1256,2025-03-29,93034.59,Mercado Pago,Aprobado
1257,1257,2025-01-07,57959.15,Tarjeta debito,Pendiente
1258,1258,2024-05-30,173882.34,Tarjeta credito,Aprobado
1259,1259,2024-06-03,93574.44,Transferencia,Aprobado
1260,1260,2026-03-31,102394.94,Tarjeta credito,Aprobado
1261,1261,2025-07-17,11811.73,Mercado Pago,Aprobado
1262,1262,2026-01-13,12456.94,Tarjeta credito,Aprobado
1263,1263,2026-03-04,41063.49,Tarjeta debito,Aprobado
1264,1264,2024-11-15,196264.64,Tarjeta credito,Aprobado
1265,1265,2024-02-25,32367.52,Efectivo,Aprobado
1266,1266,2024-02-29,14721.41,Tarjeta debito,Aprobado
1267,1267,2024-03-24,37129.88,Mercado Pago,Aprobado
1268,1268,2025-02-28,0.0,Tarjeta credito,Rechazado
1269,1269,2024-09-22,27107.76,Mercado Pago,Aprobado
1270,1270,2024-03-19,49560.16,Transferencia,Aprobado
1271,1271,2025-07-25,51070.83,Transferencia,Aprobado
1272,1272,2025-04-27,2264.49,Transferencia,Aprobado
1273,1273,2026-05-04,22167.94,Efectivo,Aprobado
1274,1274,2025-07-02,119724.32,Tarjeta credito,Aprobado
1275,1275,2024-01-08,24478.78,Tarjeta debito,Aprobado
1276,1276,2025-05-27,79851.92,Tarjeta debito,Aprobado
1277,1277,2024-05-04,15858.01,Mercado Pago,Aprobado
1278,1278,2025-04-29,75605.19,Mercado Pago,Aprobado
1279,1279,2026-08-23,39013.68,Tarjeta debito,Aprobado
1280,1280,2024-01-10,12267.55,Mercado Pago,Aprobado
1281,1281,2025-12-15,11735.32,Tarjeta debito,Aprobado
1282,1282,2024-01-25,579944.68,Tarjeta debito,Aprobado
1283,1283,2024-08-22,0.0,Tarjeta credito,Rechazado
1284,1284,2024-09-07,15143.79,Tarjeta credito,Aprobado
1285,1285,2024-06-11,30824.81,Tarjeta credito,Aprobado
1286,1286,2024-12-14,447520.32,Transferencia,Pendiente
1287,1287,2024-05-17,30201.89,Tarjeta debito,Aprobado
1288,1288,2024-01-22,53706.43,Transferencia,Aprobado
1289,1289,2025-04-18,46435.95,Mercado Pago,Aprobado
1290,1290,2026-04-05,45631.88,Efectivo,Aprobado
1291,1291,2025-06-26,8033.53,Efectivo,Aprobado
1292,1292,2025-01-27,10824.02,Mercado Pago,Aprobado
1293,1293,2026-07-04,18620.29,Tarjeta credito,Aprobado
1294,1294,2025-12-26,24662.13,Tarjeta credito,Aprobado
1295,1295,2025-09-10,102341.76,Tarjeta credito,Aprobado
1296,1296,2025-12-12,0.0,Tarjeta credito,Rechazado
1297,1297,2025-12-14,4810.22,Tarjeta credito,Aprobado
1298,1298,2025-04-30,76776.39,Mercado Pago,Aprobado
1299,1299,2026-03-06,17921.7,Efectivo,Aprobado
1300,1300,2025-12-28,85881.66,Tarjeta debito,Aprobado
1301,1301,2025-06-23,108707.1,Efectivo,Aprobado
1302,1302,2024-07-03,0.0,Tarjeta credito,Rechazado
1303,1303,2026-04-30,6537.73,Mercado Pago,Aprobado
1304,1304,2024-10-30,44402.03,Mercado Pago,Aprobado
1305,1305,2024-02-06,22913.08,Tarjeta credito,Aprobado
1306,1306,2024-07-12,127920.04,Tarjeta debito,Aprobado
1307,1307,2026-06-30,221967.64,Tarjeta credito,Aprobado
1308,1308,2026-08-03,47889.63,Mercado Pago,Aprobado
1309,1309,2024-10-25,153986.07,Tarjeta credito,Aprobado
1310,1310,2026-05-23,51371.34,Transferencia,Aprobado
1311,1311,2025-07-30,188375.39,Tarjeta credito,Pendiente
1312,1312,2024-11-28,69907.75,Tarjeta credito,Pendiente
1313,1313,2024-03-31,27711.03,Tarjeta credito,Aprobado
1314,1314,2026-04-16,321920.4,Tarjeta debito,Aprobado
1315,1315,2026-06-03,108755.04,Tarjeta credito,Aprobado
1316,1316,2025-01-17,29959.47,Tarjeta debito,Aprobado
1317,1317,2024-06-22,60207.12,Tarjeta debito,Aprobado
1318,1318,2024-06-18,5561.46,Efectivo,Aprobado
1319,1319,2024-10-16,10493.24,Tarjeta credito,Aprobado
1320,1320,2024-07-31,18954.85,tarjeta debito,Aprobado
1321,1321,2024-12-06,91431.44,Tarjeta credito,Aprobado
1322,1322,2024-02-04,28755.21,Tarjeta credito,Aprobado
1323,1323,2024-09-08,125647.27,Mercado Pago,Aprobado
1324,1324,2025-07-07,23854.06,Tarjeta debito,Aprobado
1325,1325,2024-04-04,193473.65,Transferencia,Aprobado
1326,1326,2024-02-28,121350.41,Tarjeta credito,Aprobado
1327,1327,2024-06-12,10102.26,Tarjeta credito,Aprobado
1328,1328,2025-04-03,0.0,Tarjeta debito,Rechazado
1329,1329,2025-05-10,118371.6,Tarjeta debito,Aprobado
1330,1330,2026-05-23,47483.92,Tarjeta debito,Aprobado
1331,1331,2025-03-14,74887.66,Tarjeta credito,Aprobado
1332,1332,2026-07-14,14275.08,Tarjeta credito,Pendiente
1333,1333,2026-05-31,39446.67,Tarjeta credito,Aprobado
1334,1334,2024-11-05,49920.38,Tarjeta debito,Aprobado
1335,1335,2024-05-10,161475.44,Tarjeta credito,Aprobado
1336,1336,2025-11-22,26896.29,Tarjeta credito,Aprobado
1337,1337,2025-10-12,0.0,Tarjeta credito,Rechazado
1338,1338,2026-08-25,23174.25,Tarjeta credito,Pendiente
1339,1339,2024-12-07,19283.4,Efectivo,Aprobado
1340,1340,2026-03-06,94980.34,Tarjeta credito,Aprobado
1341,1341,2024-06-22,113599.79,Transferencia,Pendiente
1342,1342,2025-02-07,74352.69,Tarjeta credito,Aprobado
1343,1343,2025-07-19,147879.37,Mercado Pago,Aprobado
1344,1344,2024-06-18,17590.44,Transferencia,Aprobado
1345,1345,2025-11-01,197635.85,Tarjeta credito,Aprobado
1346,1346,2026-07-02,0.0,Tarjeta debito,Rechazado
1347,1347,2025-10-24,31514.81,Tarjeta credito,Aprobado
1348,1348,2026-02-21,48988.11,Mercado Pago,Aprobado
1349,1349,2025-12-15,69462.28,Tarjeta debito,Pendiente
1350,1350,2025-02-14,38505.0,Mercado Pago,Aprobado
1351,1351,2024-10-15,187991.1,Tarjeta debito,Pendiente
1352,1352,2024-10-04,23207.18,Tarjeta debito,Aprobado
1353,1353,2026-06-26,0.0,Mercado Pago,Rechazado
1354,1354,2025-03-23,0.0,Tarjeta credito,Rechazado
1355,1355,2026-02-07,79149.08,Mercado Pago,Aprobado
1356,1356,2025-09-12,11108.17,Efectivo,Aprobado
1357,1357,2024-12-14,68739.48,Mercado Pago,Aprobado
1358,1358,2024-06-25,72364.1,Tarjeta debito,Pendiente
1359,1359,2024-06-21,100114.82,Transferencia,Aprobado
1360,1360,2024-01-15,74403.86,Transferencia,Aprobado
1361,1361,2025-07-28,40624.1,Transferencia,Aprobado
1362,1362,2024-12-11,13369.74,Tarjeta debito,Aprobado
1363,1363,2024-03-20,57871.34,Tarjeta debito,Aprobado
1364,1364,2025-04-14,101567.45,Tarjeta credito,Aprobado
1365,1365,2026-02-12,63726.58,Tarjeta debito,Aprobado
1366,1366,2024-03-31,198456.33,Transferencia,Aprobado
1367,1367,2025-12-15,175416.42,Transferencia,Aprobado
1368,1368,2024-08-29,6818.3,Tarjeta credito,Aprobado
1369,1369,2026-07-25,28773.89,Tarjeta credito,Aprobado
1370,1370,2024-05-18,50316.84,Tarjeta credito,Aprobado
1371,1371,2025-09-21,151607.52,Tarjeta debito,Pendiente
1372,1372,2024-02-17,17217.17,Mercado Pago,Aprobado
1373,1373,2025-02-15,42215.09,Tarjeta credito,Aprobado
1374,1374,2025-08-10,60024.24,Tarjeta credito,Aprobado
1375,1375,2026-02-25,0.0,Tarjeta credito,Rechazado
1376,1376,2026-02-19,11148.28,Mercado Pago,Aprobado
1377,1377,2026-08-10,32067.83,tarjeta credito,Aprobado
1378,1378,2026-08-02,102784.82,Tarjeta credito,Aprobado
1379,1379,2025-11-14,40776.62,Tarjeta debito,Aprobado
1380,1380,2025-12-11,50225.6,Tarjeta debito,Aprobado
1381,1381,2024-07-02,124201.86,Tarjeta debito,Aprobado
1382,1382,2024-10-05,292242.99,Mercado Pago,Aprobado
1383,1383,2025-07-05,0.0,Efectivo,Rechazado
1384,1384,2026-08-01,0.0,efectivo,Rechazado
1385,1385,2024-04-06,154200.54,Efectivo,Aprobado
1386,1386,2024-02-19,14915.3,Tarjeta debito,Aprobado
1387,1387,2025-06-25,7824.87,Efectivo,Aprobado
1388,1388,2025-08-01,229499.56,Tarjeta debito,Aprobado
1389,1389,2025-12-03,0.0,Tarjeta debito,Rechazado
1390,1390,2025-06-30,32732.68,Tarjeta debito,Aprobado
1391,1391,2025-03-07,36637.03,Tarjeta credito,Aprobado
1392,1392,2024-03-27,232543.7,Tarjeta credito,Aprobado
1393,1393,2025-01-17,36249.5,Tarjeta debito,Aprobado
1394,1394,2024-01-11,0.0,Mercado Pago,Rechazado
1395,1395,2025-04-06,18636.83,Tarjeta credito,Aprobado
1396,1396,2025-03-12,13622.1,Tarjeta credito,Aprobado
1397,1397,2026-06-16,14848.3,Transferencia,Aprobado
1398,1398,2025-05-28,73100.7,Mercado Pago,Pendiente
1399,1399,2025-03-16,8555.14,Tarjeta debito,Aprobado
1400,1400,2026-07-15,4926.21,Tarjeta credito,Pendiente
1401,1401,2024-01-12,114249.8,Tarjeta debito,Pendiente
1402,1402,2024-12-19,0.0,tarjeta credito,Rechazado
1403,1403,2024-08-08,90701.91,Tarjeta credito,Aprobado
1404,1404,2025-09-17,51589.89,Efectivo,Aprobado
1405,1405,2026-04-12,122525.96,Mercado Pago,Aprobado
1406,1406,2024-01-31,92988.54,Tarjeta credito,Aprobado
1407,1407,2026-03-24,23574.62,Tarjeta credito,Aprobado
1408,1408,2024-11-03,35676.56,Mercado Pago,Aprobado
1409,1409,2024-05-18,4240.43,Tarjeta credito,Aprobado
1410,1410,2024-05-21,62113.62,Efectivo,Aprobado
1411,1411,2026-05-01,0.0,Tarjeta debito,Rechazado
1412,1412,2025-09-27,18240.64,Mercado Pago,Aprobado
1413,1413,2025-07-02,307505.26,Tarjeta credito,Aprobado
1414,1414,2025-02-22,76632.84,Tarjeta debito,Aprobado
1415,1415,2025-05-17,13826.82,Tarjeta credito,Aprobado
1416,1416,2024-01-14,14245.25,tarjeta debito,Aprobado
1417,1417,2025-03-05,53299.22,Tarjeta credito,Aprobado
1418,1418,2026-01-09,45090.63,Efectivo,Aprobado
1419,1419,2024-11-14,42803.08,Tarjeta credito,Aprobado
1420,1420,2025-04-28,36835.7,Transferencia,Aprobado
1421,1421,2024-12-31,82085.37,Tarjeta credito,Pendiente
1422,1422,2025-01-29,11821.83,Tarjeta debito,Aprobado
1423,1423,2024-04-07,61493.24,Mercado Pago,Aprobado
1424,1424,2025-11-13,10254.55,Tarjeta credito,Aprobado
1425,1425,2024-06-03,59937.49,Tarjeta credito,Pendiente
1426,1426,2025-07-24,21798.94,Efectivo,Aprobado
1427,1427,2024-12-15,75419.43,Mercado Pago,Aprobado
1428,1428,2024-05-15,16913.99,Efectivo,Aprobado
1429,1429,2026-07-10,53945.52,Tarjeta credito,Aprobado
1430,1430,2026-01-02,12001.23,Efectivo,Aprobado
1431,1431,2026-06-07,38426.52,Mercado Pago,Aprobado
1432,1432,2025-07-05,81191.55,Tarjeta debito,Aprobado
1433,1433,2024-02-06,30564.5,Tarjeta credito,Aprobado
1434,1434,2025-05-04,129618.93,Tarjeta credito,Aprobado
1435,1435,2024-07-20,157754.73,Mercado Pago,Aprobado
1436,1436,2025-08-16,59969.23,Mercado Pago,Aprobado
1437,1437,2024-12-01,74296.07,Mercado Pago,Pendiente
1438,1438,2024-01-19,10919.12,Mercado Pago,Aprobado
1439,1439,2024-02-24,8732.22,Efectivo,Aprobado
1440,1440,2024-05-03,282897.3,Tarjeta credito,Aprobado
1441,1441,2024-01-30,60423.9,Transferencia,Aprobado
1442,1442,2025-12-13,164672.66,Mercado Pago,Aprobado
1443,1443,2024-02-14,20528.76,Tarjeta debito,Aprobado
1444,1444,2026-04-13,33003.65,Mercado Pago,Pendiente
1445,1445,2025-12-11,30461.91,Efectivo,Aprobado
1446,1446,2025-10-08,41683.53,Mercado Pago,Pendiente
1447,1447,2026-06-06,43132.85,Tarjeta credito,Aprobado
1448,1448,2025-01-25,36558.93,Transferencia,Aprobado
1449,1449,2025-04-04,129521.2,Mercado Pago,Aprobado
1450,1450,2024-12-29,28740.7,Tarjeta credito,Aprobado
1451,1451,2025-03-30,191748.44,Mercado Pago,Aprobado
1452,1452,2024-07-03,59682.42,Transferencia,Aprobado
1453,1453,2025-01-12,143717.37,Tarjeta debito,Aprobado
1454,1454,2025-04-16,39686.82,Tarjeta credito,Aprobado
1455,1455,2025-08-19,0.0,Transferencia,Rechazado
1456,1456,2025-07-26,110413.3,Transferencia,Aprobado
1457,1457,2026-01-18,10265.12,Transferencia,Aprobado
1458,1458,2024-09-04,3626.47,Tarjeta debito,Aprobado
1459,1459,2024-09-24,36537.93,Transferencia,Pendiente
1460,1460,2024-09-22,33457.02,Transferencia,Aprobado
1461,1461,2025-10-30,36419.76,Mercado Pago,Aprobado
1462,1462,2024-10-29,35741.22,Mercado Pago,Aprobado
1463,1463,2026-06-01,132946.87,Transferencia,Aprobado
1464,1464,2025-03-24,11065.69,Tarjeta debito,Aprobado
1465,1465,2024-09-08,66029.95,Tarjeta credito,Aprobado
1466,1466,2025-04-23,54065.49,Tarjeta credito,Aprobado
1467,1467,2026-08-10,58990.37,Tarjeta debito,Pendiente
1468,1468,2026-03-27,73669.56,Transferencia,Aprobado
1469,1469,2026-04-23,8793.66,Mercado Pago,Aprobado
1470,1470,2025-03-14,0.0,Transferencia,Rechazado
1471,1471,2024-02-12,128238.58,Tarjeta credito,Aprobado
1472,1472,2026-03-25,32782.99,Tarjeta credito,Aprobado
1473,1473,2024-08-01,141959.9,Tarjeta credito,Aprobado
1474,1474,2026-03-22,33442.92,Tarjeta credito,Aprobado
1475,1475,2024-11-18,5360.49,Tarjeta debito,Aprobado
1476,1476,2024-10-30,116189.73,Transferencia,Aprobado
1477,1477,2026-07-21,0.0,Tarjeta credito,Rechazado
1478,1478,2025-12-03,11872.98,Mercado Pago,Aprobado
1479,1479,2024-11-03,33229.4,Tarjeta debito,Aprobado
1480,1480,2024-05-14,0.0,Tarjeta credito,Rechazado
1481,1481,2025-02-04,19048.12,Tarjeta credito,Aprobado
1482,1482,2025-07-08,31870.84,Mercado Pago,Aprobado
1483,1483,2025-03-06,69235.92,Transferencia,Aprobado
1484,1484,2024-10-12,80317.2,Transferencia,Aprobado
1485,1485,2024-12-26,55105.5,Tarjeta debito,Aprobado
1486,1486,2024-12-13,64546.36,Tarjeta debito,Aprobado
1487,1487,2024-11-28,79451.91,Mercado Pago,Aprobado
1488,1488,2026-08-13,158736.23,Transferencia,Aprobado
1489,1489,2025-04-08,20548.46,Tarjeta debito,Aprobado
1490,1490,2025-02-25,75451.05,Transferencia,Aprobado
1491,1491,2024-08-05,38314.5,Tarjeta debito,Pendiente
1492,1492,2026-05-12,0.0,Tarjeta credito,Rechazado
1493,1493,2024-11-01,108181.38,Tarjeta debito,Aprobado
1494,1494,2025-11-24,42776.32,Mercado Pago,Aprobado
1495,1495,2024-09-13,92787.86,Efectivo,Pendiente
1496,1496,2024-05-23,58268.26,Tarjeta credito,Aprobado
1497,1497,2025-04-27,54765.72,Mercado Pago,Aprobado
1498,1498,2026-07-12,25536.6,Tarjeta credito,Pendiente
1499,1499,2026-01-11,21124.59,Tarjeta credito,Aprobado
1500,1500,2024-06-12,21428.16,Efectivo,Aprobado
1501,1501,2026-02-13,145299.23,Mercado Pago,Aprobado
1502,1502,2025-01-16,89578.35,tarjeta debito,Aprobado
1503,1503,2026-03-08,7781.32,Mercado Pago,Aprobado
1504,1504,2026-08-08,174191.98,Tarjeta credito,Pendiente
1505,1505,2025-08-17,0.0,Tarjeta credito,Rechazado
1506,1506,2025-03-14,26048.09,Transferencia,Aprobado
1507,1507,2025-12-23,22256.99,Tarjeta debito,Aprobado
1508,1508,2025-07-11,82165.25,Tarjeta debito,Aprobado
1509,1509,2024-11-05,167772.36,Tarjeta credito,Aprobado
1510,1510,2025-03-29,0.0,Tarjeta debito,Rechazado
1511,1511,2025-08-30,127593.99,Tarjeta debito,Aprobado
1512,1512,2026-01-25,48967.57,Tarjeta debito,Pendiente
1513,1513,2024-05-15,17622.08,Tarjeta credito,Aprobado
1514,1514,2026-08-04,11852.87,Mercado Pago,Aprobado
1515,1515,2024-07-14,75488.57,Efectivo,Aprobado
1516,1516,2026-06-20,28327.33,Tarjeta credito,Aprobado
1517,1517,2024-02-06,16869.46,Mercado Pago,Aprobado
1518,1518,2024-09-26,821134.8,Tarjeta debito,Aprobado
1519,1519,2026-08-17,0.0,Tarjeta credito,Rechazado
1520,1520,2026-02-03,0.0,Tarjeta credito,Rechazado
1521,1521,2025-10-04,20880.26,Tarjeta credito,Aprobado
1522,1522,2024-03-08,17113.6,Mercado Pago,Aprobado
1523,1523,2024-05-01,27669.73,Tarjeta debito,Aprobado
1524,1524,2025-11-08,173665.8,Tarjeta debito,Aprobado
1525,1525,2025-01-18,74181.59,Tarjeta debito,Aprobado
1526,1526,2024-11-03,24060.43,Mercado Pago,Aprobado
1527,1527,2025-08-11,24482.53,Tarjeta credito,Aprobado
1528,1528,2024-04-29,26849.52,Tarjeta credito,Aprobado
1529,1529,2026-08-23,137922.51,Mercado Pago,Aprobado
1530,1530,2026-06-30,46587.64,Tarjeta debito,Aprobado
1531,1531,2025-07-02,68130.92,Transferencia,Aprobado
1532,1532,2025-08-22,75073.46,Tarjeta credito,Aprobado
1533,1533,2025-03-01,34579.57,Tarjeta credito,Aprobado
1534,1534,2024-02-04,105399.72,Tarjeta credito,Aprobado
1535,1535,2024-02-10,38188.91,Tarjeta debito,Aprobado
1536,1536,2024-04-08,118273.39,Tarjeta debito,Aprobado
1537,1537,2024-10-27,35324.92,Tarjeta credito,Aprobado
1538,1538,2025-01-06,0.0,Tarjeta credito,Rechazado
1539,1539,2026-02-08,15244.68,Tarjeta credito,Aprobado
1540,1540,2025-01-01,8134.82,tarjeta credito,Aprobado
1541,1541,2024-11-01,115286.35,Mercado Pago,Pendiente
1542,1542,2024-12-10,19416.27,Tarjeta credito,Aprobado
1543,1543,2025-12-03,12984.06,Transferencia,Aprobado
1544,1544,2024-08-27,16846.88,Mercado Pago,Aprobado
1545,1545,2024-06-03,117026.57,Transferencia,Aprobado
1546,1546,2024-08-09,13951.61,Tarjeta debito,Aprobado
1547,1547,2025-03-21,76012.68,Tarjeta credito,Aprobado
1548,1548,2024-09-09,73862.53,Transferencia,Aprobado
1549,1549,2025-02-26,13201.78,Efectivo,Aprobado
1550,1550,2025-03-09,91187.55,Mercado Pago,Aprobado
1551,1551,2026-01-10,310623.62,Tarjeta credito,Aprobado
1552,1552,2024-02-25,0.0,Tarjeta debito,Rechazado
1553,1553,2025-11-24,255739.92,Tarjeta credito,Aprobado
1554,1554,2024-04-18,49574.98,Tarjeta credito,Aprobado
1555,1555,2026-07-06,97656.98,Mercado Pago,Pendiente
1556,1556,2024-11-23,84995.04,Efectivo,Aprobado
1557,1557,2024-08-04,105778.34,Tarjeta credito,Aprobado
1558,1558,2026-03-26,137459.52,Mercado Pago,Aprobado
1559,1559,2024-08-09,3923.14,Tarjeta credito,Aprobado
1560,1560,2024-10-01,29513.34,Efectivo,Aprobado
1561,1561,2025-01-05,85270.08,Mercado Pago,Aprobado
1562,1562,2024-12-06,0.0,Tarjeta credito,Rechazado
1563,1563,2025-03-02,45319.0,Transferencia,Aprobado
1564,1564,2024-06-14,80557.92,Tarjeta debito,Aprobado
1565,1565,2025-12-07,18761.6,Tarjeta debito,Aprobado
1566,1566,2024-06-06,20012.32,Transferencia,Aprobado
1567,1567,2024-12-15,104126.78,Transferencia,Aprobado
1568,1568,2024-11-27,85106.24,Efectivo,Aprobado
1569,1569,2024-01-27,16101.32,Tarjeta credito,Aprobado
1570,1570,2025-11-04,0.0,Transferencia,Rechazado
