movimiento_id,producto_id,fecha,tipo,cantidad
3673,7,2025-08-16,Venta,-1
3674,84,2025-08-16,Venta,-1
3675,14,2024-03-06,Venta,-1
3676,76,2024-05-19,Venta,-1
3677,82,2026-07-23,Venta,-2
3678,5,2026-03-20,Venta,-2
3679,21,2026-03-20,Venta,-1
3680,18,2025-11-15,Venta,-2
3681,76,2025-11-15,Venta,-1
3682,85,2025-11-15,Venta,-1
3683,49,2025-08-12,Venta,-1
3684,4,2025-08-12,Venta,-2
3685,91,2024-02-09,Venta,-1
3686,87,2025-09-23,Venta,-1
3687,36,2025-09-23,Venta,-1
3688,23,2025-09-23,Venta,-1
3689,16,2025-12-29,Venta,-1
3690,61,2025-12-29,Venta,-1
3691,7,2024-04-05,Venta,-1
3692,34,2024-04-05,Venta,-2
3693,46,2024-04-05,Venta,-1
3694,85,2024-11-08,Venta,-2
3695,74,2024-11-08,Venta,-1
3696,84,2024-11-08,Venta,-3
3697,14,2024-07-11,Venta,-2
3698,90,2024-07-11,Venta,-6
3699,36,2024-07-11,Venta,-1
3700,22,2024-07-11,Venta,-1
3701,30,2026-04-07,Venta,-2
3702,54,2026-04-07,Venta,-1
3703,67,2026-04-07,Venta,-4
3704,92,2025-07-21,Venta,-1
3705,22,2026-06-05,Venta,-2
3706,94,2025-09-07,Venta,-2
3707,52,2025-09-07,Venta,-1
3708,83,2025-09-07,Venta,-3
3709,5,2024-01-05,Venta,-2
3710,26,2024-01-05,Venta,-1
3711,85,2024-01-05,Venta,-1
3712,72,2025-10-22,Venta,-1
3713,88,2024-04-19,Venta,-1
3714,19,2024-04-19,Venta,-1
3715,61,2024-04-19,Venta,-1
3716,8,2026-05-16,Venta,-1
3717,2,2026-05-16,Venta,-6
3718,37,2024-12-10,Venta,-1
3719,70,2024-12-10,Venta,-3
3720,38,2024-12-10,Venta,-2
3721,88,2024-12-10,Venta,-2
3722,14,2024-12-10,Venta,-1
3723,55,2024-10-26,Venta,-1
3724,26,2024-12-01,Venta,-3
3725,38,2024-12-01,Venta,-2
3726,4,2024-12-01,Venta,-1
3727,71,2024-11-14,Venta,-4
3728,47,2024-11-14,Venta,-2
3729,54,2025-08-24,Venta,-2
3730,68,2025-08-24,Venta,-2
3731,88,2025-05-17,Venta,-2
3732,14,2025-05-17,Venta,-1
3733,49,2025-08-09,Venta,-1
3734,60,2024-08-14,Venta,-1
3735,95,2024-08-14,Venta,-3
3736,29,2024-08-01,Venta,-1
3737,51,2025-04-15,Venta,-2
3738,4,2025-04-15,Venta,-3
3739,13,2024-08-08,Venta,-1
3740,43,2024-08-08,Venta,-1
3741,51,2024-08-26,Venta,-2
3742,66,2024-08-26,Venta,-2
3743,34,2024-08-26,Venta,-6
3744,87,2024-08-26,Venta,-1
3745,2,2024-08-26,Venta,-1
3746,34,2026-07-12,Venta,-1
3747,89,2026-07-12,Venta,-1
3748,4,2026-07-12,Venta,-2
3749,74,2026-07-12,Venta,-2
3750,89,2025-09-19,Venta,-1
3751,74,2025-09-19,Venta,-3
3752,14,2026-05-18,Venta,-1
3753,4,2026-05-18,Venta,-1
3754,37,2026-05-18,Venta,-2
3755,86,2025-05-02,Venta,-1
3756,70,2025-05-02,Venta,-2
3757,7,2025-03-07,Venta,-2
3758,29,2025-03-07,Venta,-1
3759,41,2025-03-07,Venta,-1
3760,21,2026-02-23,Venta,-1
3761,72,2026-02-23,Venta,-2
3762,4,2026-05-21,Venta,-1
3763,14,2026-05-21,Venta,-3
3764,30,2026-01-09,Venta,-1
3765,86,2026-08-22,Venta,-1
3766,61,2026-08-22,Venta,-3
3767,75,2026-01-24,Venta,-1
3768,12,2026-01-24,Venta,-1
3769,39,2026-01-24,Venta,-1
3770,4,2024-03-20,Venta,-1
3771,60,2024-03-29,Venta,-2
3772,37,2024-03-29,Venta,-1
3773,21,2024-03-29,Venta,-1
3774,20,2025-03-12,Venta,-1
3775,93,2025-03-12,Venta,-2
3776,52,2025-06-07,Venta,-1
3777,100,2025-06-07,Venta,-2
3778,4,2025-06-07,Venta,-1
3779,83,2026-06-25,Venta,-3
3780,54,2025-01-18,Venta,-1
3781,81,2026-07-19,Venta,-1
3782,90,2026-07-19,Venta,-1
3783,17,2026-07-19,Venta,-1
3784,77,2026-07-19,Venta,-2
3785,88,2024-06-08,Venta,-1
3786,74,2024-09-06,Venta,-24
3787,54,2024-09-06,Venta,-1
3788,21,2024-09-06,Venta,-1
3789,86,2024-09-06,Venta,-1
3790,66,2026-04-27,Venta,-3
3791,5,2026-04-27,Venta,-1
3792,92,2026-04-27,Venta,-1
3793,63,2025-05-05,Venta,-2
3794,24,2025-07-04,Venta,-1
3795,83,2025-06-19,Venta,-1
3796,62,2025-06-19,Venta,-1
3797,4,2025-08-24,Venta,-3
3798,71,2025-08-24,Venta,-2
3799,32,2025-08-24,Venta,-1
3800,17,2026-06-05,Venta,-1
3801,83,2026-05-11,Venta,-2
3802,14,2024-06-07,Venta,-1
3803,38,2024-12-06,Venta,-2
3804,91,2024-12-06,Venta,-18
3805,63,2026-04-07,Venta,-1
3806,67,2024-11-16,Venta,-2
3807,4,2024-11-16,Venta,-1
3808,36,2024-11-06,Venta,-2
3809,20,2024-11-06,Venta,-6
3810,91,2024-11-06,Venta,-1
3811,95,2024-11-06,Venta,-1
3812,76,2024-12-15,Venta,-2
3813,84,2024-12-15,Venta,-3
3814,55,2025-10-18,Venta,-1
3815,86,2025-10-13,Venta,-6
3816,81,2025-10-13,Venta,-2
3817,21,2026-08-05,Venta,-3
3818,72,2024-05-29,Venta,-2
3819,92,2024-05-29,Venta,-12
3820,51,2024-05-29,Venta,-1
3821,89,2024-12-19,Venta,-1
3822,72,2026-02-17,Venta,-4
3823,31,2026-02-17,Venta,-1
3824,38,2024-05-11,Venta,-2
3825,53,2026-07-24,Venta,-1
3826,1,2026-05-01,Venta,-1
3827,100,2024-01-24,Venta,-1
3828,56,2024-01-24,Venta,-2
3829,92,2024-01-24,Venta,-1
3830,63,2024-09-22,Venta,-1
3831,84,2025-07-26,Venta,-3
3832,22,2024-08-31,Venta,-1
3833,16,2024-08-31,Venta,-1
3834,84,2026-06-07,Venta,-1
3835,78,2026-06-07,Venta,-3
3836,14,2026-06-07,Venta,-1
3837,56,2026-06-22,Venta,-2
3838,55,2026-06-22,Venta,-1
3839,4,2026-06-22,Venta,-4
3840,16,2024-10-23,Venta,-2
3841,34,2024-10-23,Venta,-1
3842,27,2024-10-23,Venta,-1
3843,74,2024-08-26,Venta,-1
3844,85,2025-10-16,Venta,-2
3845,16,2025-10-16,Venta,-3
3846,8,2025-10-16,Venta,-6
3847,61,2025-10-16,Venta,-1
3848,20,2024-06-06,Venta,-2
3849,100,2025-02-12,Venta,-1
3850,86,2025-05-01,Venta,-1
3851,66,2025-05-01,Venta,-1
3852,7,2024-10-10,Venta,-1
3853,55,2024-09-20,Venta,-1
3854,6,2024-09-20,Venta,-1
3855,85,2024-09-20,Venta,-2
3856,64,2025-09-18,Venta,-12
3857,45,2025-09-18,Venta,-2
3858,32,2024-07-30,Venta,-1
3859,56,2025-10-16,Venta,-2
3860,62,2025-10-16,Venta,-1
3861,86,2026-02-23,Venta,-3
3862,75,2026-02-23,Venta,-1
3863,4,2026-02-23,Venta,-1
3864,48,2025-07-20,Venta,-1
3865,69,2026-08-08,Venta,-1
3866,85,2026-02-06,Venta,-1
3867,70,2026-02-06,Venta,-12
3868,5,2024-12-23,Venta,-1
3869,67,2025-07-24,Venta,-1
3870,8,2025-07-24,Venta,-1
3871,92,2025-07-24,Venta,-2
3872,81,2025-01-30,Venta,-1
3873,91,2025-02-08,Venta,-1
3874,52,2025-02-08,Venta,-1
3875,1,2026-07-04,Venta,-1
3876,35,2026-07-04,Venta,-3
3877,14,2024-10-10,Venta,-2
3878,81,2024-10-10,Venta,-1
3879,4,2025-09-26,Venta,-1
3880,83,2024-10-05,Venta,-1
3881,25,2025-12-26,Venta,-1
3882,90,2025-12-26,Venta,-1
3883,22,2025-12-26,Venta,-1
3884,49,2026-05-30,Venta,-1
3885,33,2026-05-30,Venta,-1
3886,83,2026-07-08,Venta,-1
3887,29,2025-04-19,Venta,-2
3888,51,2025-04-19,Venta,-1
3889,100,2026-05-29,Venta,-1
3890,26,2026-05-29,Venta,-1
3891,35,2025-07-03,Venta,-1
3892,61,2024-12-16,Venta,-1
3893,85,2024-12-16,Venta,-1
3894,85,2025-04-23,Venta,-2
3895,14,2025-04-23,Venta,-2
3896,67,2024-12-18,Venta,-1
3897,84,2024-12-18,Venta,-1
3898,4,2026-07-19,Venta,-1
3899,46,2026-07-19,Venta,-2
3900,82,2025-10-15,Venta,-1
3901,52,2025-10-15,Venta,-1
3902,26,2025-12-31,Venta,-1
3903,80,2025-12-31,Venta,-1
3904,17,2025-12-31,Venta,-2
3905,23,2025-12-31,Venta,-1
3906,91,2025-12-31,Venta,-1
3907,33,2025-02-16,Venta,-1
3908,61,2025-02-16,Venta,-1
3909,91,2025-11-25,Venta,-3
3910,46,2025-11-25,Venta,-1
3911,55,2025-11-25,Venta,-1
3912,22,2025-10-23,Venta,-3
3913,4,2025-10-23,Venta,-1
3914,74,2024-04-10,Venta,-2
3915,63,2024-04-10,Venta,-4
3916,62,2025-08-22,Venta,-2
3917,81,2025-05-15,Venta,-1
3918,99,2025-05-15,Venta,-1
3919,30,2026-02-10,Venta,-1
3920,54,2026-02-10,Venta,-2
3921,84,2026-02-10,Venta,-2
3922,48,2026-02-10,Venta,-1
3923,77,2025-10-12,Venta,-1
3924,49,2025-10-12,Venta,-1
3925,59,2026-06-24,Venta,-1
3926,72,2026-06-24,Venta,-2
3927,38,2026-06-24,Venta,-4
3928,95,2026-07-25,Venta,-1
3929,34,2026-07-25,Venta,-2
3930,89,2025-06-09,Venta,-1
3931,21,2025-06-09,Venta,-1
3932,61,2025-06-09,Venta,-2
3933,27,2024-03-10,Venta,-1
3934,1,2025-11-19,Venta,-6
3935,22,2025-11-19,Venta,-2
3936,3,2026-04-04,Venta,-1
3937,91,2024-12-07,Venta,-2
3938,71,2024-07-04,Venta,-1
3939,40,2024-07-04,Venta,-3
3940,14,2024-07-04,Venta,-2
3941,41,2024-07-04,Venta,-1
3942,66,2024-07-04,Venta,-1
3943,63,2024-12-16,Venta,-1
3944,43,2024-12-16,Venta,-1
3945,23,2024-12-16,Venta,-6
3946,47,2026-01-09,Venta,-2
3947,99,2026-01-09,Venta,-1
3948,48,2024-06-18,Venta,-1
3949,56,2024-06-18,Venta,-1
3950,52,2024-06-18,Venta,-3
3951,63,2024-04-09,Venta,-1
3952,1,2025-05-09,Venta,-2
3953,51,2025-05-09,Venta,-2
3954,56,2025-05-09,Venta,-12
3955,53,2025-12-06,Venta,-6
3956,22,2025-12-06,Venta,-1
3957,14,2024-02-15,Venta,-1
3958,95,2025-03-15,Venta,-1
3959,94,2025-08-05,Venta,-2
3960,7,2025-07-26,Venta,-1
3961,74,2025-07-26,Venta,-1
3962,76,2025-07-26,Venta,-2
3963,22,2024-06-28,Venta,-4
3964,85,2024-06-28,Venta,-2
3965,91,2024-06-28,Venta,-2
3966,40,2024-01-04,Venta,-3
3967,59,2024-01-04,Venta,-1
3968,5,2026-04-27,Venta,-1
3969,73,2026-04-27,Venta,-1
3970,37,2026-04-27,Venta,-2
3971,74,2026-04-27,Venta,-2
3972,55,2026-04-27,Venta,-2
3973,74,2025-05-06,Venta,-1
3974,84,2024-11-07,Venta,-1
3975,85,2025-12-17,Venta,-2
3976,51,2025-12-17,Venta,-1
3977,55,2025-12-16,Venta,-4
3978,68,2025-12-16,Venta,-1
3979,93,2025-12-16,Venta,-2
3980,2,2025-08-27,Venta,-1
3981,4,2025-08-27,Venta,-2
3982,10,2025-11-14,Venta,-1
3983,41,2025-11-14,Venta,-4
3984,45,2025-11-14,Venta,-3
3985,77,2025-11-14,Venta,-1
3986,95,2026-02-17,Venta,-18
3987,14,2025-07-09,Venta,-1
3988,22,2025-07-09,Venta,-1
3989,37,2026-05-13,Venta,-2
3990,41,2026-05-13,Venta,-1
3991,76,2026-05-13,Venta,-2
3992,65,2026-05-13,Venta,-2
3993,62,2026-01-31,Venta,-2
3994,82,2024-08-03,Venta,-2
3995,19,2024-08-03,Venta,-2
3996,74,2024-08-03,Venta,-1
3997,18,2025-02-21,Venta,-1
3998,20,2025-02-21,Venta,-3
3999,24,2025-04-12,Venta,-1
4000,43,2025-04-12,Venta,-2
4001,88,2025-01-20,Venta,-1
4002,94,2025-01-20,Venta,-1
4003,82,2024-03-28,Venta,-1
4004,56,2026-07-11,Venta,-1
4005,53,2026-07-11,Venta,-1
4006,93,2024-05-26,Venta,-2
4007,66,2024-05-26,Venta,-1
4008,7,2024-05-26,Venta,-1
4009,88,2026-08-28,Venta,-1
4010,94,2026-08-28,Venta,-2
4011,32,2024-12-17,Venta,-1
4012,4,2024-09-08,Venta,-1
4013,84,2026-07-15,Venta,-2
4014,3,2025-07-11,Venta,-1
4015,34,2025-11-08,Venta,-4
4016,80,2025-11-08,Venta,-1
4017,14,2025-11-08,Venta,-1
4018,36,2024-03-19,Venta,-1
4019,85,2024-03-19,Venta,-1
4020,82,2024-03-19,Venta,-2
4021,46,2024-04-27,Venta,-3
4022,58,2024-04-27,Venta,-2
4023,88,2024-04-27,Venta,-1
4024,84,2024-11-15,Venta,-1
4025,98,2024-11-15,Venta,-1
4026,48,2024-11-15,Venta,-1
4027,91,2025-05-15,Venta,-2
4028,38,2025-05-15,Venta,-6
4029,71,2025-12-13,Venta,-1
4030,94,2026-03-09,Venta,-3
4031,14,2024-07-12,Venta,-6
4032,85,2025-10-21,Venta,-1
4033,63,2025-06-28,Venta,-1
4034,2,2025-06-28,Venta,-2
4035,52,2025-11-16,Venta,-2
4036,81,2025-11-16,Venta,-1
4037,22,2024-05-09,Venta,-1
4038,45,2024-05-09,Venta,-3
4039,74,2024-05-09,Venta,-1
4040,60,2024-05-09,Venta,-1
4041,6,2025-10-23,Venta,-1
4042,59,2025-10-23,Venta,-1
4043,88,2024-11-02,Venta,-2
4044,59,2024-11-02,Venta,-2
4045,9,2025-12-10,Venta,-1
4046,18,2024-10-31,Venta,-3
4047,16,2024-10-31,Venta,-1
4048,89,2026-06-06,Venta,-2
4049,95,2026-06-06,Venta,-1
4050,45,2024-08-19,Venta,-1
4051,96,2024-08-19,Venta,-12
4052,43,2024-08-19,Venta,-4
4053,90,2026-01-08,Venta,-4
4054,63,2026-05-03,Venta,-1
4055,51,2026-05-03,Venta,-1
4056,8,2025-11-26,Venta,-1
4057,4,2024-09-21,Venta,-1
4058,14,2024-09-21,Venta,-2
4059,76,2024-09-29,Venta,-1
4060,74,2024-09-29,Venta,-1
4061,81,2026-03-31,Venta,-1
4062,20,2024-12-27,Venta,-1
4063,84,2024-12-27,Venta,-2
4064,33,2025-10-22,Venta,-3
4065,99,2025-10-22,Venta,-1
4066,83,2026-08-18,Venta,-1
4067,37,2026-08-18,Venta,-1
4068,52,2026-08-18,Venta,-2
4069,17,2026-06-02,Venta,-3
4070,24,2024-10-10,Venta,-1
4071,55,2024-10-10,Venta,-1
4072,51,2024-10-10,Venta,-2
4073,12,2025-12-11,Venta,-1
4074,1,2025-12-11,Venta,-1
4075,81,2026-08-14,Venta,-18
4076,29,2026-08-14,Venta,-2
4077,94,2025-03-09,Venta,-2
4078,40,2025-03-09,Venta,-1
4079,19,2025-03-09,Venta,-1
4080,55,2025-03-09,Venta,-3
4081,4,2025-01-18,Venta,-1
4082,74,2025-01-18,Venta,-2
4083,29,2024-02-19,Venta,-1
4084,30,2024-02-19,Venta,-2
4085,40,2024-02-19,Venta,-1
4086,67,2024-11-28,Venta,-6
4087,23,2024-11-28,Venta,-1
4088,48,2024-11-28,Venta,-1
4089,14,2024-06-04,Venta,-2
4090,46,2025-09-27,Venta,-3
4091,98,2025-09-27,Venta,-1
4092,22,2025-09-27,Venta,-2
4093,88,2026-05-14,Venta,-1
4094,27,2026-05-14,Venta,-1
4095,56,2026-05-14,Venta,-1
4096,37,2026-05-14,Venta,-1
4097,63,2025-12-06,Venta,-1
4098,23,2025-12-09,Venta,-6
4099,74,2025-12-09,Venta,-4
4100,40,2025-12-09,Venta,-2
4101,7,2025-12-09,Venta,-1
4102,69,2024-10-11,Venta,-1
4103,88,2024-10-11,Venta,-3
4104,21,2025-11-03,Venta,-2
4105,4,2026-08-20,Venta,-3
4106,45,2026-08-20,Venta,-2
4107,24,2025-11-14,Venta,-1
4108,55,2025-11-14,Venta,-1
4109,2,2025-06-01,Venta,-18
4110,27,2025-06-01,Venta,-1
4111,16,2025-06-01,Venta,-1
4112,65,2026-01-20,Venta,-1
4113,88,2026-01-20,Venta,-1
4114,21,2026-01-20,Venta,-1
4115,94,2026-01-20,Venta,-3
4116,18,2026-07-06,Venta,-2
4117,4,2026-07-06,Venta,-1
4118,44,2025-12-02,Venta,-1
4119,4,2025-12-02,Venta,-1
4120,14,2025-12-02,Venta,-1
4121,48,2025-06-20,Venta,-1
4122,66,2025-06-20,Venta,-1
4123,84,2025-06-20,Venta,-1
4124,81,2025-04-03,Venta,-1
4125,68,2025-06-30,Venta,-1
4126,89,2025-06-30,Venta,-1
4127,38,2025-06-30,Venta,-1
4128,83,2025-08-06,Venta,-1
4129,88,2026-07-03,Venta,-2
4130,30,2026-07-03,Venta,-1
4131,1,2026-07-03,Venta,-1
4132,46,2026-07-03,Venta,-2
4133,22,2025-03-25,Venta,-1
4134,29,2024-08-07,Venta,-1
4135,18,2025-12-05,Venta,-2
4136,21,2025-12-05,Venta,-1
4137,55,2024-06-06,Venta,-1
4138,37,2024-06-06,Venta,-1
4139,7,2024-06-06,Venta,-6
4140,59,2024-06-06,Venta,-1
4141,40,2024-11-24,Venta,-3
4142,7,2025-04-14,Venta,-1
4143,5,2026-03-01,Venta,-1
4144,21,2026-01-01,Venta,-1
4145,48,2025-01-31,Venta,-2
4146,2,2024-12-10,Venta,-1
4147,29,2024-02-09,Venta,-1
4148,41,2024-02-09,Venta,-1
4149,95,2026-01-24,Venta,-1
4150,29,2024-01-13,Venta,-1
4151,1,2024-05-10,Venta,-4
4152,84,2024-05-10,Venta,-1
4153,4,2024-05-10,Venta,-1
4154,89,2024-07-17,Venta,-2
4155,14,2024-07-17,Venta,-1
4156,21,2024-07-17,Venta,-2
4157,54,2024-07-17,Venta,-4
4158,49,2024-10-15,Venta,-3
4159,81,2024-10-15,Venta,-1
4160,23,2024-10-15,Venta,-2
4161,29,2024-10-15,Venta,-1
4162,55,2024-11-03,Venta,-6
4163,3,2026-03-17,Venta,-1
4164,38,2026-03-17,Venta,-1
4165,44,2026-06-13,Venta,-1
4166,65,2026-06-13,Venta,-2
4167,34,2026-06-13,Venta,-1
4168,20,2026-06-13,Venta,-2
4169,73,2024-08-04,Venta,-1
4170,23,2024-08-04,Venta,-1
4171,88,2024-08-04,Venta,-1
4172,76,2024-08-04,Venta,-1
4173,84,2024-08-04,Venta,-3
4174,91,2024-04-16,Venta,-1
4175,76,2024-04-16,Venta,-1
4176,51,2024-04-16,Venta,-2
4177,30,2024-04-16,Venta,-1
4178,42,2025-11-15,Venta,-2
4179,10,2025-11-15,Venta,-4
4180,5,2025-11-15,Venta,-4
4181,24,2025-05-30,Venta,-2
4182,22,2024-10-05,Venta,-2
4183,66,2024-10-05,Venta,-1
4184,92,2024-10-05,Venta,-2
4185,45,2024-10-01,Venta,-1
4186,89,2025-06-21,Venta,-1
4187,95,2025-06-21,Venta,-2
4188,3,2025-09-21,Venta,-6
4189,55,2025-09-21,Venta,-3
4190,8,2025-09-21,Venta,-1
4191,6,2025-09-21,Venta,-1
4192,85,2025-09-21,Venta,-1
4193,32,2025-12-20,Venta,-2
4194,64,2025-12-20,Venta,-1
4195,75,2025-12-20,Venta,-2
4196,62,2024-12-06,Venta,-3
4197,18,2024-12-06,Venta,-1
4198,17,2025-08-28,Venta,-6
4199,41,2025-08-28,Venta,-1
4200,31,2025-10-31,Venta,-2
4201,61,2025-10-31,Venta,-6
4202,49,2025-10-31,Venta,-2
4203,34,2025-10-31,Venta,-1
4204,14,2025-10-31,Venta,-6
4205,22,2025-06-24,Venta,-2
4206,86,2025-06-24,Venta,-3
4207,86,2024-02-07,Venta,-1
4208,1,2024-02-07,Venta,-1
4209,2,2024-08-20,Venta,-2
4210,55,2024-08-20,Venta,-2
4211,91,2025-11-27,Venta,-1
4212,63,2025-11-27,Venta,-2
4213,38,2025-11-27,Venta,-1
4214,2,2024-12-22,Venta,-3
4215,88,2024-12-22,Venta,-18
4216,85,2024-12-22,Venta,-2
4217,86,2024-12-22,Venta,-1
4218,14,2024-12-22,Venta,-1
4219,84,2025-04-10,Venta,-1
4220,76,2025-04-10,Venta,-1
4221,34,2026-01-10,Venta,-1
4222,23,2024-04-04,Venta,-4
4223,34,2025-10-18,Venta,-1
4224,80,2025-02-06,Venta,-1
4225,41,2025-02-06,Venta,-2
4226,12,2025-02-08,Venta,-1
4227,40,2024-12-03,Venta,-1
4228,18,2026-04-18,Venta,-2
4229,31,2026-04-18,Venta,-2
4230,81,2026-04-18,Venta,-1
4231,30,2026-04-18,Venta,-1
4232,32,2025-04-15,Venta,-1
4233,81,2025-04-15,Venta,-2
4234,29,2024-01-02,Venta,-2
4235,100,2024-01-02,Venta,-1
4236,14,2025-10-01,Venta,-1
4237,40,2025-10-01,Venta,-3
4238,91,2025-10-01,Venta,-1
4239,61,2025-10-01,Venta,-2
4240,65,2024-08-11,Venta,-2
4241,88,2024-08-11,Venta,-1
4242,64,2025-10-05,Venta,-1
4243,86,2025-10-05,Venta,-2
4244,48,2025-10-05,Venta,-1
4245,32,2024-05-21,Venta,-3
4246,54,2024-05-04,Venta,-3
4247,95,2024-05-04,Venta,-1
4248,38,2025-09-14,Venta,-1
4249,4,2025-09-14,Venta,-1
4250,70,2024-10-07,Venta,-1
4251,62,2025-06-30,Venta,-1
4252,31,2025-06-30,Venta,-1
4253,51,2025-06-30,Venta,-1
4254,36,2025-06-30,Venta,-2
4255,71,2026-08-16,Venta,-1
4256,7,2025-07-09,Venta,-4
4257,85,2025-03-12,Venta,-1
4258,33,2025-12-20,Venta,-1
4259,56,2025-12-20,Venta,-1
4260,88,2024-02-23,Venta,-1
4261,61,2024-02-23,Venta,-1
4262,3,2024-01-24,Venta,-1
4263,90,2024-01-24,Venta,-1
4264,81,2024-07-19,Venta,-1
4265,76,2024-07-19,Venta,-1
4266,72,2024-07-19,Venta,-1
4267,46,2024-07-19,Venta,-1
4268,38,2026-04-15,Venta,-2
4269,23,2026-04-15,Venta,-1
4270,69,2025-03-11,Venta,-3
4271,66,2025-03-11,Venta,-1
4272,25,2025-03-11,Venta,-1
4273,38,2025-03-11,Venta,-1
4274,87,2025-07-22,Venta,-1
4275,72,2025-07-22,Venta,-1
4276,4,2025-07-22,Venta,-2
4277,4,2024-09-12,Venta,-1
4278,70,2024-09-12,Venta,-1
4279,31,2024-09-12,Venta,-2
4280,86,2026-03-29,Venta,-1
4281,4,2026-03-29,Venta,-4
4282,26,2026-05-15,Venta,-2
4283,62,2026-05-15,Venta,-1
4284,38,2026-05-15,Venta,-2
4285,94,2024-11-30,Venta,-1
4286,85,2025-09-25,Venta,-1
4287,23,2025-09-25,Venta,-2
4288,4,2024-01-14,Venta,-4
4289,76,2024-01-14,Venta,-1
4290,67,2024-08-24,Venta,-1
4291,18,2024-08-24,Venta,-1
4292,55,2024-08-24,Venta,-1
4293,85,2025-04-12,Venta,-3
4294,100,2025-04-12,Venta,-2
4295,71,2024-11-08,Venta,-1
4296,14,2024-11-08,Venta,-2
4297,26,2024-11-08,Venta,-1
4298,55,2024-11-08,Venta,-1
4299,69,2024-11-08,Venta,-2
4300,56,2024-04-11,Venta,-1
4301,62,2025-07-19,Venta,-1
4302,92,2025-07-19,Venta,-3
4303,2,2025-12-10,Venta,-1
4304,7,2025-12-10,Venta,-1
4305,72,2025-12-10,Venta,-1
4306,66,2025-12-23,Venta,-3
4307,43,2025-12-23,Venta,-1
4308,5,2025-12-15,Venta,-1
4309,14,2025-10-25,Venta,-1
4310,56,2025-10-25,Venta,-1
4311,61,2025-10-25,Venta,-1
4312,62,2024-03-30,Venta,-4
4313,20,2024-03-30,Venta,-1
4314,43,2024-03-30,Venta,-1
4315,51,2025-07-19,Venta,-4
4316,2,2025-07-19,Venta,-1
4317,75,2025-07-19,Venta,-1
4318,33,2025-07-19,Venta,-1
4319,76,2025-06-03,Venta,-1
4320,37,2025-06-03,Venta,-3
4321,96,2025-06-03,Venta,-1
4322,74,2025-06-03,Venta,-1
4323,34,2024-05-14,Venta,-1
4324,86,2024-05-14,Venta,-1
4325,19,2024-05-14,Venta,-1
4326,88,2026-06-19,Venta,-1
4327,22,2026-06-19,Venta,-1
4328,54,2026-06-19,Venta,-1
4329,36,2026-05-23,Venta,-1
4330,26,2026-05-23,Venta,-1
4331,95,2025-11-30,Venta,-1
4332,81,2024-06-20,Venta,-3
4333,93,2025-06-10,Venta,-3
4334,56,2025-06-10,Venta,-1
4335,71,2024-08-20,Venta,-1
4336,14,2024-08-20,Venta,-1
4337,23,2025-04-22,Venta,-1
4338,95,2025-04-22,Venta,-3
4339,4,2024-12-27,Venta,-2
4340,56,2024-12-27,Venta,-1
4341,94,2024-12-27,Venta,-4
4342,59,2026-04-23,Venta,-3
4343,1,2026-04-23,Venta,-1
4344,81,2024-05-18,Venta,-1
4345,49,2025-08-04,Venta,-1
4346,94,2025-06-12,Venta,-3
4347,58,2025-06-12,Venta,-4
4348,2,2026-02-13,Venta,-1
4349,38,2026-02-13,Venta,-6
4350,82,2026-02-13,Venta,-1
4351,51,2025-11-24,Venta,-1
4352,74,2025-11-24,Venta,-2
4353,67,2025-11-24,Venta,-1
4354,85,2025-11-24,Venta,-1
4355,7,2025-02-01,Venta,-2
4356,27,2025-02-01,Venta,-4
4357,62,2024-06-01,Venta,-3
4358,71,2024-06-01,Venta,-1
4359,61,2025-09-10,Venta,-3
4360,76,2025-09-10,Venta,-1
4361,66,2025-09-10,Venta,-3
4362,54,2025-09-10,Venta,-1
4363,74,2025-09-10,Venta,-1
4364,97,2024-11-18,Venta,-1
4365,85,2024-11-18,Venta,-1
4366,62,2024-06-08,Venta,-1
4367,55,2025-08-22,Venta,-2
4368,15,2025-08-22,Venta,-1
4369,51,2024-02-07,Venta,-2
4370,95,2024-02-07,Venta,-1
4371,22,2024-02-07,Venta,-3
4372,80,2025-02-05,Venta,-1
4373,59,2025-02-05,Venta,-1
4374,31,2025-02-05,Venta,-3
4375,84,2024-10-30,Venta,-1
4376,34,2026-08-20,Venta,-2
4377,24,2024-08-09,Venta,-1
4378,18,2024-08-09,Venta,-1
4379,81,2024-08-09,Venta,-2
4380,2,2026-04-23,Venta,-2
4381,14,2026-04-23,Venta,-1
4382,1,2026-04-23,Venta,-1
4383,60,2026-04-23,Venta,-1
4384,54,2024-01-18,Venta,-1
4385,75,2024-06-25,Venta,-1
4386,100,2024-06-25,Venta,-2
4387,55,2024-06-25,Venta,-1
4388,78,2026-07-04,Venta,-1
4389,95,2026-07-04,Venta,-1
4390,62,2026-07-04,Venta,-2
4391,70,2026-04-17,Venta,-6
4392,87,2026-04-17,Venta,-1
4393,61,2026-04-17,Venta,-2
4394,3,2026-04-17,Venta,-1
4395,36,2024-04-25,Venta,-3
4396,95,2026-06-24,Venta,-3
4397,22,2026-06-24,Venta,-1
4398,51,2025-09-27,Venta,-1
4399,29,2025-09-27,Venta,-1
4400,45,2024-06-03,Venta,-1
4401,83,2024-06-03,Venta,-1
4402,71,2025-07-20,Venta,-6
4403,36,2025-07-20,Venta,-2
4404,30,2024-10-04,Venta,-2
4405,48,2026-08-31,Venta,-2
4406,74,2025-03-20,Venta,-2
4407,84,2025-03-20,Venta,-1
