detalle_id,pedido_id,producto_id,cantidad,precio_unitario
3763,1800,49,1,4690.84
3764,1800,4,2,9504.3
3765,1801,91,1,14831.3
3766,1802,5,1,96172.22
3767,1803,87,1,14359.03
3768,1803,36,1,18485.78
3769,1803,23,1,11855.21
3770,1804,16,1,11863.89
3771,1804,61,1,18156.05
3772,1805,7,1,13028.94
3773,1805,34,2,11263.25
3774,1805,46,1,18450.14
3775,1806,85,2,77100.42
3776,1806,74,1,17604.88
3777,1806,84,3,16301.55
3778,1807,14,2,7246.36
3779,1807,90,6,14386.0
3780,1807,36,1,19366.91
3781,1807,22,1,10570.06
3782,1808,30,2,26949.88
3783,1808,54,1,25495.42
3784,1808,67,4,24671.01
3785,1809,92,1,8922.42
3786,1810,22,2,10766.74
3787,1811,94,2,28616.23
3788,1811,52,1,14925.98
3789,1811,83,3,10987.57
3790,1812,5,2,91975.41
3791,1812,26,1,18887.18
3792,1812,85,1,70963.24
3793,1813,72,1,11612.44
3794,1814,88,1,3942.13
3795,1814,19,1,6014.15
3796,1814,61,1,19869.91
3797,1815,8,1,13377.61
3798,1815,2,6,6891.22
3799,1816,37,1,13300.54
3800,1816,70,3,29269.23
3801,1816,38,2,5062.78
3802,1816,88,2,3952.11
3803,1816,14,1,7520.62
3804,1817,55,1,37437.82
3805,1818,26,3,19074.18
3806,1818,38,2,4542.17
3807,1818,4,1,9984.97
3808,1819,71,4,9980.63
3809,1819,47,2,13075.33
3810,1820,54,2,25690.31
3811,1820,68,2,12852.39
3812,1821,88,2,3877.31
3813,1821,14,1,7618.47
3814,1822,49,1,4920.27
3815,1823,60,1,8445.19
3816,1823,95,3,60910.39
3817,1824,29,1,5105.56
3818,1825,51,2,8737.42
3819,1825,4,3,10384.96
3820,1826,13,1,5957.02
3821,1826,43,1,13052.62
3822,1827,51,2,9253.47
3823,1827,66,2,18583.56
3824,1827,34,6,11480.51
3825,1827,87,1,13789.73
3826,1827,2,1,7333.18
3827,1828,34,1,11889.84
3828,1828,89,1,2289.83
3829,1828,4,2,9350.28
3830,1828,74,2,18070.44
3831,1829,92,1,9099.94
3832,1829,100,3,28018.95
3833,1829,93,1,5643.8
3834,1830,89,1,2181.01
3835,1830,74,3,18075.28
3836,1831,14,1,7383.09
3837,1831,4,1,9806.94
3838,1831,37,2,13065.44
3839,1832,86,1,27312.84
3840,1832,70,2,31045.04
3841,1833,7,2,11910.98
3842,1833,29,1,5244.45
3843,1833,41,1,23386.42
3844,1834,21,1,9156.99
3845,1834,72,2,12493.07
3846,1835,4,1,9452.74
3847,1835,14,3,7788.12
3848,1836,30,1,28803.69
3849,1837,86,1,28664.45
3850,1837,61,3,18458.8
3851,1838,75,1,47583.17
3852,1838,12,1,13676.37
3853,1838,39,1,7550.2
3854,1839,4,1,9699.92
3855,1840,60,2,8639.72
3856,1840,37,1,13944.06
3857,1840,21,1,8838.49
3858,1841,20,1,5477.58
3859,1841,93,2,5265.77
3860,1842,52,1,14979.07
3861,1842,100,2,28132.74
3862,1842,4,1,10321.31
3863,1843,83,3,11116.01
3864,1844,54,1,27164.1
3865,1845,81,1,10120.11
3866,1845,90,1,14128.86
3867,1845,17,1,28068.57
3868,1845,77,2,15655.02
3869,1846,88,1,4033.04
3870,1847,74,24,17762.25
3871,1847,54,1,26588.0
3872,1847,21,1,8404.31
3873,1847,86,1,27990.92
3874,1848,66,3,18078.78
3875,1848,5,1,94224.51
3876,1848,92,1,8958.85
3877,1849,22,1,10714.61
3878,1850,63,2,10211.34
3879,1851,55,2,36263.58
3880,1851,33,2,10973.15
3881,1851,75,1,44606.46
3882,1852,24,1,15609.98
3883,1853,83,1,11226.87
3884,1853,62,1,14635.02
3885,1854,34,2,11784.94
3886,1854,83,2,11134.34
3887,1854,37,1,13872.11
3888,1855,4,3,10093.82
3889,1855,71,2,10615.43
3890,1855,32,1,7386.73
3891,1856,17,1,27109.31
3892,1857,83,2,11378.55
3893,1858,14,1,7183.57
3894,1859,38,2,4867.1
3895,1859,91,18,14703.96
3896,1860,63,1,9908.5
3897,1861,67,2,24756.36
3898,1861,4,1,9311.66
3899,1862,36,2,19643.84
3900,1862,20,6,5078.47
3901,1862,91,1,14409.31
3902,1862,95,1,60939.24
3903,1863,76,2,8509.35
3904,1863,84,3,16599.67
3905,1864,55,1,37321.94
3906,1865,86,6,28093.8
3907,1865,81,2,10021.2
3908,1866,21,3,9179.59
3909,1867,72,2,11419.62
3910,1867,92,12,9630.11
3911,1867,51,1,8604.39
3912,1868,89,1,2214.71
3913,1869,72,4,12307.95
3914,1869,31,1,14826.81
3915,1870,38,2,5097.69
3916,1871,53,1,15295.46
3917,1872,1,1,9767.84
3918,1873,100,1,28857.13
3919,1873,56,2,11112.06
3920,1873,92,1,9409.42
3921,1874,63,1,10280.19
3922,1875,84,3,17289.17
3923,1876,22,1,11584.06
3924,1876,16,1,11426.52
3925,1877,84,1,17628.15
3926,1877,78,3,6106.23
3927,1877,14,1,8062.48
3928,1878,56,2,10356.31
3929,1878,55,1,34711.97
3930,1878,4,4,10007.09
3931,1879,16,2,10759.63
3932,1879,34,1,11285.9
3933,1879,27,1,12442.27
3934,1880,74,1,16587.59
3935,1881,85,2,68535.34
3936,1881,16,3,10974.48
3937,1881,8,6,13777.63
3938,1881,61,1,19486.29
3939,1882,20,2,4980.24
3940,1883,100,1,27288.18
3941,1884,86,1,28323.72
3942,1884,66,1,18341.38
3943,1885,7,1,13072.91
3944,1886,55,1,36094.06
3945,1886,6,1,38856.92
3946,1886,85,2,76430.25
3947,1887,64,12,10429.3
3948,1887,45,2,104797.78
3949,1888,32,1,7622.06
3950,1889,56,2,10695.03
3951,1889,62,1,14317.62
3952,1890,86,3,27646.76
3953,1890,75,1,48961.61
3954,1890,4,1,9989.28
3955,1891,48,1,7394.79
3956,1892,69,1,4278.16
3957,1893,85,1,69882.39
3958,1893,70,12,32427.65
3959,1894,5,1,91058.94
3960,1895,67,1,24890.41
3961,1895,8,1,13834.93
3962,1895,92,2,9097.88
3963,1896,81,1,11203.43
3964,1897,91,1,13629.8
3965,1897,52,1,14697.65
3966,1898,1,1,8854.47
3967,1898,35,3,84821.81
3968,1899,14,2,7225.74
3969,1899,81,1,10758.28
3970,1900,4,1,10018.34
3971,1901,83,1,10913.69
3972,1902,25,1,87283.57
3973,1902,90,1,13866.54
3974,1902,22,1,11072.42
3975,1903,49,1,4977.34
3976,1903,33,1,11400.92
3977,1904,83,1,10862.46
3978,1905,29,2,5372.64
3979,1905,51,1,8659.54
3980,1906,100,1,30698.87
3981,1906,26,1,19009.89
3982,1907,35,1,87456.21
3983,1908,61,1,19485.28
3984,1908,85,1,69504.28
3985,1909,85,2,71710.99
3986,1909,14,2,7934.77
3987,1910,67,1,23641.81
3988,1910,84,1,17631.44
3989,1911,4,1,10399.92
3990,1911,46,2,19779.68
3991,1912,82,1,16102.04
3992,1912,52,1,14283.35
3993,1913,26,1,20191.77
3994,1913,80,1,12149.53
3995,1913,17,2,26884.0
3996,1913,23,1,11264.47
3997,1913,91,1,14584.91
3998,1914,33,1,11157.95
3999,1914,61,1,19815.56
4000,1915,91,3,13275.12
4001,1915,46,1,19540.44
4002,1915,55,1,37148.4
4003,1916,22,3,11768.78
4004,1916,4,1,10078.88
4005,1917,74,2,16649.34
4006,1917,63,4,9958.22
4007,1918,62,2,15850.09
4008,1919,81,1,10865.32
4009,1919,99,1,7618.51
4010,1920,30,1,27497.58
4011,1920,54,2,26464.25
4012,1920,84,2,17354.03
4013,1920,48,1,7012.26
4014,1921,77,1,14820.58
4015,1921,49,1,4651.92
4016,1922,59,1,6570.38
4017,1922,72,2,12467.86
4018,1922,38,4,4785.78
4019,1923,95,1,66080.54
4020,1923,34,2,11810.15
4021,1924,89,1,2216.81
4022,1924,21,1,9277.68
4023,1924,61,2,19466.26
4024,1925,27,1,13566.86
4025,1926,1,6,9651.17
4026,1926,22,2,10861.24
4027,1927,3,1,8379.29
4028,1928,91,2,13283.61
4029,1929,71,1,10562.86
4030,1929,40,3,27972.18
4031,1929,14,2,7405.99
4032,1929,41,1,21423.38
4033,1929,66,1,18929.52
4034,1930,63,1,9709.14
4035,1930,43,1,12180.15
4036,1930,23,6,10940.95
4037,1931,47,2,13077.01
4038,1931,99,1,7829.56
4039,1932,48,1,7374.48
4040,1932,56,1,11663.71
4041,1932,52,3,14943.96
4042,1933,63,1,10338.69
4043,1934,89,4,2340.29
4044,1935,1,2,9229.8
4045,1935,51,2,8517.08
4046,1935,56,12,11364.87
4047,1936,53,6,15427.2
4048,1936,22,1,11462.8
4049,1937,14,1,7270.13
4050,1938,95,1,64827.41
4051,1939,94,2,28145.2
4052,1940,7,1,11852.62
4053,1940,74,1,17475.18
4054,1940,76,2,8617.36
4055,1941,22,4,11272.29
4056,1941,85,2,72695.91
4057,1941,91,2,14861.47
4058,1942,40,3,28389.5
4059,1942,59,1,6399.65
4060,1943,29,4,5095.94
4061,1943,52,2,14559.52
4062,1944,5,1,89531.41
4063,1944,73,1,6138.94
4064,1944,37,2,12638.47
4065,1944,74,2,17790.04
4066,1944,55,2,34883.05
4067,1945,74,1,17773.41
4068,1946,84,1,15849.4
4069,1947,46,1,19360.43
4070,1947,18,2,12190.4
4071,1948,85,2,69492.74
4072,1948,51,1,8762.12
4073,1949,55,4,36086.88
4074,1949,68,1,12966.82
4075,1949,93,2,5563.32
4076,1950,2,1,6807.24
4077,1950,4,2,9811.2
4078,1951,10,1,39299.14
4079,1951,41,4,22798.26
4080,1951,45,3,106002.25
4081,1951,77,1,14387.1
4082,1952,95,18,63814.76
4083,1953,91,1,13354.23
4084,1954,14,1,8013.55
4085,1954,22,1,11395.61
4086,1955,37,2,12849.36
4087,1955,41,1,21200.26
4088,1955,76,2,8672.97
4089,1955,65,2,85432.15
4090,1956,1,1,9056.52
4091,1956,26,3,17993.75
4092,1956,55,2,35603.37
4093,1957,62,2,14771.73
4094,1958,82,2,15780.68
4095,1958,19,2,6084.6
4096,1958,74,1,17978.21
4097,1959,18,1,11139.15
4098,1959,20,3,5346.88
4099,1960,24,1,16062.83
4100,1960,43,2,11858.12
4101,1961,88,1,3692.26
4102,1961,94,1,26545.0
4103,1962,82,1,16177.14
4104,1963,56,1,10497.11
4105,1963,53,1,15621.99
4106,1964,93,2,5629.55
4107,1964,66,1,18116.23
4108,1964,7,1,11936.05
4109,1965,88,1,3708.46
4110,1965,94,2,28372.56
4111,1966,91,1,14692.83
4112,1966,29,2,5602.86
4113,1967,32,1,8192.88
4114,1968,4,1,9435.28
4115,1969,84,2,16158.65
4116,1970,3,1,8768.02
4117,1971,34,4,12076.01
4118,1971,80,1,11764.31
4119,1971,14,1,7526.49
4120,1972,36,1,18120.32
4121,1972,85,1,75769.5
4122,1972,82,2,16056.54
4123,1973,46,3,19060.11
4124,1973,58,2,8654.89
4125,1973,88,1,3812.28
4126,1974,84,1,16528.73
4127,1974,98,1,4158.99
4128,1974,48,1,7588.28
4129,1975,91,2,13757.93
4130,1975,38,6,4878.08
4131,1976,71,1,10112.85
4132,1977,94,3,27904.45
4133,1978,14,6,7238.37
4134,1979,85,1,73306.18
4135,1980,63,1,10400.75
4136,1980,2,2,7175.07
4137,1981,52,2,15350.99
4138,1981,81,1,10263.34
4139,1982,22,1,11459.29
4140,1982,45,3,110487.89
4141,1982,74,1,16828.34
4142,1982,60,1,8769.19
4143,1983,51,12,8838.35
4144,1984,6,1,38440.35
4145,1984,59,1,6638.15
4146,1985,88,2,3730.42
4147,1985,59,2,6530.73
4148,1986,9,1,6423.07
4149,1987,18,3,11009.35
4150,1987,16,1,11093.13
4151,1988,89,2,2104.0
4152,1988,95,1,63640.9
4153,1989,45,1,111851.46
4154,1989,96,12,21421.56
4155,1989,43,4,12390.16
4156,1990,90,4,14469.73
4157,1991,63,1,10273.3
4158,1991,51,1,8788.32
4159,1992,8,1,13217.45
4160,1993,4,1,10219.95
4161,1993,14,2,7237.82
4162,1994,76,1,8482.91
4163,1994,74,1,16720.74
4164,1995,81,1,10131.61
4165,1996,20,1,5282.2
4166,1996,84,2,15957.7
4167,1997,33,3,11106.25
4168,1997,99,1,7819.62
4169,1998,83,1,10931.62
4170,1998,37,1,12938.72
4171,1998,52,2,14803.56
4172,1999,17,3,27719.65
4173,2000,24,1,15643.72
4174,2000,55,1,37513.1
4175,2000,51,2,9292.54
4176,2001,12,1,13961.28
4177,2001,1,1,9481.33
4178,2002,81,18,10337.73
4179,2002,29,2,5472.25
4180,2003,94,2,27116.62
4181,2003,40,1,28556.07
4182,2003,19,1,6091.1
4183,2003,55,3,37256.41
4184,2004,4,1,10395.53
4185,2004,74,2,18415.66
4186,2005,29,1,5165.54
4187,2005,30,2,26260.58
4188,2005,40,1,27084.87
4189,2006,67,6,25617.15
4190,2006,23,1,11006.31
4191,2006,48,1,7583.99
4192,2007,14,2,8107.36
4193,2008,46,3,19248.11
4194,2008,98,1,4057.46
4195,2008,22,2,11837.46
4196,2009,88,1,3610.05
4197,2009,27,1,12347.35
4198,2009,56,1,10542.31
4199,2009,37,1,12479.0
4200,2010,63,1,10130.71
4201,2011,23,6,10848.38
4202,2011,74,4,17897.67
4203,2011,40,2,27863.14
4204,2011,7,1,12140.65
4205,2012,69,1,4365.64
4206,2012,88,3,3919.13
4207,2013,21,2,9230.93
4208,2014,4,3,9548.97
4209,2014,45,2,109346.45
4210,2015,24,1,14889.59
4211,2015,55,1,33963.13
4212,2016,2,18,6726.75
4213,2016,27,1,13614.71
4214,2016,16,1,11689.3
4215,2017,65,1,86120.18
4216,2017,88,1,3932.07
4217,2017,21,1,9100.04
4218,2017,94,3,28083.2
4219,2018,18,2,10884.21
4220,2018,4,1,10309.14
4221,2019,44,1,11540.4
4222,2019,4,1,9948.05
4223,2019,14,1,7308.0
4224,2020,48,1,7337.44
4225,2020,66,1,18592.94
4226,2020,84,1,17080.91
4227,2021,81,1,10176.01
4228,2022,68,1,13063.4
4229,2022,89,1,2331.74
4230,2022,38,1,4531.17
4231,2023,83,1,11529.39
4232,2024,88,2,3674.4
4233,2024,30,1,26178.52
4234,2024,1,1,9719.61
4235,2024,46,2,18573.49
4236,2025,22,1,11533.56
4237,2026,29,1,5315.11
4238,2027,18,2,11682.69
4239,2027,21,1,8442.17
4240,2028,55,1,34630.03
4241,2028,37,1,12639.93
4242,2028,7,6,12219.53
4243,2028,59,1,6476.39
4244,2029,40,3,26662.87
4245,2030,7,1,12750.56
4246,2031,5,1,86860.97
4247,2032,21,1,8948.34
4248,2033,48,2,7456.14
4249,2034,2,1,7339.26
4250,2035,29,1,5106.19
4251,2035,41,1,23495.7
4252,2036,95,1,61951.1
4253,2037,29,1,5350.09
4254,2038,1,4,9727.62
4255,2038,84,1,17756.03
4256,2038,4,1,9356.01
4257,2039,89,2,2325.48
4258,2039,14,1,7238.8
4259,2039,21,2,8250.99
4260,2039,54,4,26404.27
4261,2040,49,3,4876.13
4262,2040,81,1,10628.88
4263,2040,23,2,11060.66
4264,2040,29,1,5450.86
4265,2041,55,6,34655.34
4266,2042,3,1,8782.72
4267,2042,38,1,4976.67
4268,2043,44,1,11305.25
4269,2043,65,2,85960.98
4270,2043,34,1,11641.75
4271,2043,20,2,5490.84
4272,2044,73,1,6231.54
4273,2044,23,1,11432.68
4274,2044,88,1,3898.27
4275,2044,76,1,8225.13
4276,2044,84,3,17230.11
4277,2045,91,1,13475.61
4278,2045,76,1,8180.76
4279,2045,51,2,9239.15
4280,2045,30,1,28954.17
4281,2046,42,2,11460.81
4282,2046,10,4,38678.84
4283,2046,5,4,91119.44
4284,2047,24,2,15322.63
4285,2048,22,2,10724.95
4286,2048,66,1,17509.63
4287,2048,92,2,9377.25
4288,2049,45,1,103725.01
4289,2050,89,1,2282.67
4290,2050,95,2,66854.22
4291,2051,3,6,8462.51
4292,2051,55,3,37917.65
4293,2051,8,1,13749.01
4294,2051,6,1,37025.98
4295,2051,85,1,71926.98
4296,2052,32,2,7930.99
4297,2052,64,1,10388.25
4298,2052,75,2,48268.1
4299,2053,62,3,14340.49
4300,2053,18,1,12155.65
4301,2054,17,6,25943.79
4302,2054,41,1,22445.21
4303,2055,31,2,13519.75
4304,2055,61,6,19070.07
4305,2055,49,2,5196.46
4306,2055,34,1,11841.52
4307,2055,14,6,7498.97
4308,2056,22,2,11467.38
4309,2056,86,3,30532.69
4310,2057,86,1,27165.48
4311,2057,1,1,9557.48
4312,2058,2,2,6558.75
4313,2058,55,2,37915.03
4314,2059,91,1,14522.39
4315,2059,63,2,10396.4
4316,2059,38,1,5060.33
4317,2060,2,3,6693.27
4318,2060,88,18,3759.85
4319,2060,85,2,72650.94
4320,2060,86,1,27514.38
4321,2060,14,1,7725.15
4322,2061,84,1,16768.87
4323,2061,76,1,8648.23
4324,2062,34,1,11649.08
4325,2063,23,4,11757.78
4326,2064,34,1,11366.74
4327,2065,80,1,13000.97
4328,2065,41,2,21112.95
4329,2066,12,1,13891.64
4330,2067,40,1,27206.47
4331,2068,18,2,11425.48
4332,2068,31,2,14845.29
4333,2068,81,1,11073.31
4334,2068,30,1,26361.5
4335,2069,32,1,7255.79
4336,2069,81,2,10490.91
4337,2070,29,2,5513.46
4338,2070,100,1,29387.66
4339,2071,14,1,7328.86
4340,2071,40,3,26731.81
4341,2071,91,1,13881.44
4342,2071,61,2,18484.44
4343,2072,65,2,78850.39
4344,2072,88,1,4002.98
4345,2073,64,1,10694.59
4346,2073,86,2,28622.78
4347,2073,48,1,7520.59
4348,2074,32,3,7821.33
4349,2075,54,3,27529.0
4350,2075,95,1,65351.43
4351,2076,38,1,4896.5
4352,2076,4,1,9984.33
4353,2077,70,1,31843.98
4354,2078,62,1,14870.46
4355,2078,31,1,13518.86
4356,2078,51,1,8690.99
4357,2078,36,2,18890.05
4358,2079,71,1,9727.55
4359,2080,7,4,12805.04
4360,2081,85,1,68683.66
4361,2082,33,1,11904.99
4362,2082,56,1,11033.32
4363,2083,88,1,3842.97
4364,2083,61,1,20383.51
4365,2084,3,1,8681.99
4366,2084,90,1,13721.8
4367,2085,81,1,11230.63
4368,2085,76,1,8130.31
4369,2085,72,1,12391.0
4370,2085,46,1,18993.36
4371,2086,38,2,5106.94
4372,2086,23,1,11054.08
4373,2087,69,3,4475.29
4374,2087,66,1,17408.95
4375,2087,25,1,89148.5
4376,2087,38,1,4958.11
4377,2088,87,1,15034.04
4378,2088,72,1,11654.46
4379,2088,4,2,9499.12
4380,2089,4,1,9581.95
4381,2089,70,1,32237.13
4382,2089,31,2,13738.37
4383,2090,86,1,29167.31
4384,2090,4,4,10293.1
4385,2091,4,2,9792.38
4386,2091,74,1,18052.26
4387,2091,87,1,14565.84
4388,2092,26,2,19002.91
4389,2092,62,1,15488.72
4390,2092,38,2,4539.28
4391,2093,94,1,28689.34
4392,2094,85,1,70994.29
4393,2094,23,2,10913.86
4394,2095,4,4,9373.3
4395,2095,76,1,8527.07
4396,2096,67,1,25062.56
4397,2096,18,1,11255.58
4398,2096,55,1,37343.86
4399,2097,85,3,70853.96
4400,2097,100,2,27469.1
4401,2098,26,1,19422.79
4402,2098,33,1,11141.6
4403,2099,71,1,10467.47
4404,2099,14,2,8058.87
4405,2099,26,1,18849.23
4406,2099,55,1,35737.42
4407,2099,69,2,4345.73
4408,2100,56,1,11416.73
4409,2101,62,1,15386.88
4410,2101,92,3,8824.24
4411,2102,2,1,6778.96
4412,2102,7,1,12276.25
4413,2102,72,1,12540.09
4414,2103,66,3,18647.72
4415,2103,43,1,12753.09
4416,2104,5,1,87119.03
4417,2105,14,1,7325.29
4418,2105,56,1,11150.39
4419,2105,61,1,19126.55
4420,2106,62,4,14849.61
4421,2106,20,1,5029.32
4422,2106,43,1,12971.07
4423,2107,51,4,9242.46
4424,2107,2,1,6911.21
4425,2107,75,1,46435.87
4426,2107,33,1,12085.25
4427,2108,76,1,8603.36
4428,2108,37,3,13167.42
4429,2108,96,1,20814.29
4430,2108,74,1,18151.28
4431,2109,34,1,12199.24
4432,2109,86,1,27956.41
4433,2109,19,1,5733.51
4434,2110,88,1,4023.43
4435,2110,22,1,10998.98
4436,2110,54,1,26872.79
4437,2111,36,1,19557.72
4438,2111,26,1,18148.37
4439,2112,95,1,59936.42
4440,2113,81,3,10394.19
4441,2114,93,3,5545.63
4442,2114,56,1,11592.28
4443,2115,71,1,10087.98
4444,2115,14,1,7938.58
4445,2116,23,1,11307.67
4446,2116,95,3,62981.21
4447,2117,4,2,10127.22
4448,2117,56,1,11244.87
4449,2117,94,4,28220.58
4450,2118,22,1,11634.11
4451,2118,5,1,96384.95
4452,2119,59,3,6723.5
4453,2119,1,1,9608.28
4454,2120,81,1,10051.61
4455,2121,49,1,5205.03
4456,2122,94,3,28773.98
4457,2122,58,4,9092.7
4458,2123,2,1,6602.71
4459,2123,38,6,4842.3
4460,2123,82,1,16688.09
4461,2124,51,1,9135.71
4462,2124,74,2,16617.29
4463,2124,67,1,26125.16
4464,2124,85,1,68626.8
4465,2125,7,2,11914.72
4466,2125,27,4,12360.16
4467,2126,62,3,15747.06
4468,2126,71,1,10303.89
4469,2127,61,3,18987.5
4470,2127,76,1,8156.94
4471,2127,66,3,17077.5
4472,2127,54,1,27878.65
4473,2127,74,1,17271.81
4474,2128,97,1,7525.79
4475,2128,85,1,76276.65
4476,2129,62,1,15809.44
4477,2130,55,2,34942.05
4478,2130,15,1,64457.23
4479,2131,51,2,9401.42
4480,2131,95,1,60463.4
4481,2131,22,3,11141.39
4482,2132,80,1,13059.55
4483,2132,59,1,6440.25
4484,2132,31,3,13712.86
4485,2133,85,1,75416.59
4486,2134,84,1,17496.63
4487,2135,34,2,12218.66
4488,2136,24,1,15088.44
4489,2136,18,1,10918.71
4490,2136,81,2,10782.14
4491,2137,2,2,7350.87
4492,2137,14,1,7343.6
4493,2137,1,1,9216.19
4494,2137,60,1,8225.3
4495,2138,54,1,26013.88
4496,2139,17,1,28626.17
4497,2140,75,1,46695.01
4498,2140,100,2,29681.95
4499,2140,55,1,36435.45
4500,2141,78,1,5858.64
4501,2141,95,1,66034.43
4502,2141,62,2,14893.41
4503,2142,70,6,30516.27
4504,2142,87,1,15172.32
4505,2142,61,2,18634.55
4506,2142,3,1,8559.69
4507,2143,36,3,19267.91
4508,2144,95,3,67076.05
4509,2144,22,1,11336.52
4510,2145,51,1,8729.38
4511,2145,29,1,5326.2
4512,2146,45,1,108527.17
4513,2146,83,1,10794.36
4514,2147,71,6,9788.51
4515,2147,36,2,18451.26
4516,2148,30,2,25883.51
4517,2149,48,2,7039.31
4518,2150,58,1,8976.38
4519,2150,62,1,14557.76
4520,2151,74,2,18135.27
4521,2151,84,1,17072.24
4522,2151,62,2,14533.26
4523,2152,31,1,13358.56
4524,2152,21,2,8898.09
4525,2153,61,4,20463.08
4526,2153,71,3,10321.95
4527,2153,99,3,8205.08
4528,2154,29,1,5533.8
4529,2154,4,1,9950.93
4530,2155,14,4,7703.39
4531,2155,40,2,29424.25
4532,2155,94,1,27856.95
4533,2156,4,1,10053.28
4534,2156,26,2,18382.64
4535,2157,26,1,20154.23
4536,2157,74,6,18295.94
4537,2157,34,1,11464.95
4538,2158,55,1,33954.89
4539,2158,2,2,7154.7
4540,2159,85,2,68765.01
4541,2159,42,1,11880.0
4542,2159,22,3,11793.54
4543,2159,43,1,13062.13
4544,2160,50,3,34468.55
4545,2160,26,1,18353.9
4546,2160,67,1,26228.03
4547,2161,76,2,7949.84
4548,2161,56,2,10425.34
4549,2161,66,3,17267.26
4550,2162,74,1,18361.24
4551,2163,36,2,20012.18
4552,2164,62,1,15336.84
4553,2164,17,2,26078.71
4554,2164,4,1,10102.68
4555,2164,12,1,13985.91
4556,2165,56,2,11482.75
4557,2165,29,2,5645.16
4558,2165,47,1,13941.85
4559,2166,83,1,10829.08
4560,2166,99,1,7509.39
4561,2166,21,2,8378.22
4562,2167,56,1,10814.46
4563,2167,12,1,14144.32
4564,2167,16,1,11740.42
4565,2168,28,2,8836.08
4566,2168,21,1,8940.77
4567,2168,81,1,10978.72
4568,2169,5,1,92750.16
4569,2169,49,1,4905.34
4570,2169,1,4,9640.4
4571,2169,91,2,14480.85
4572,2169,81,1,10550.22
4573,2170,85,1,71570.2
4574,2170,36,3,18411.44
4575,2170,46,1,20459.59
4576,2171,51,1,9069.15
4577,2172,38,1,4613.25
4578,2172,12,1,13994.42
4579,2172,24,1,14346.79
4580,2173,84,3,17644.79
4581,2174,73,1,6262.4
4582,2175,2,1,7346.21
4583,2175,4,1,10470.83
4584,2175,23,1,12068.38
4585,2176,83,1,11344.17
4586,2177,63,1,10466.83
4587,2178,88,1,3876.65
4588,2178,4,3,9527.62
4589,2179,61,1,19579.45
4590,2179,79,1,3986.88
4591,2180,74,1,16548.15
4592,2181,29,1,5122.22
4593,2181,54,1,28626.56
4594,2182,100,1,30550.67
4595,2182,71,1,10404.36
4596,2182,97,3,7402.04
4597,2182,10,1,43437.92
4598,2183,29,2,5665.27
4599,2183,5,1,96523.05
4600,2184,73,4,6666.44
4601,2185,69,1,4310.43
4602,2185,63,4,10280.87
4603,2185,29,2,5067.42
4604,2186,14,2,7937.17
4605,2186,69,1,4297.95
4606,2187,4,1,10206.66
4607,2187,80,2,12215.84
4608,2187,22,4,10965.24
4609,2188,29,1,5051.22
4610,2189,88,3,3569.38
4611,2190,22,3,11186.61
4612,2191,14,1,7690.02
4613,2192,74,3,18013.79
4614,2192,99,1,8396.16
4615,2193,51,1,8638.84
4616,2194,85,1,76252.79
4617,2195,53,1,16623.42
4618,2195,86,3,27605.92
4619,2195,82,3,16775.8
4620,2195,100,1,29293.94
4621,2196,42,1,11509.13
4622,2197,89,1,2319.13
4623,2197,62,1,14313.67
4624,2197,64,2,10384.24
4625,2198,84,1,16128.99
4626,2198,31,1,14428.92
4627,2199,25,2,92254.08
4628,2199,38,1,4952.4
4629,2199,66,2,18008.23
4630,2200,55,3,37455.83
4631,2200,4,1,9766.16
4632,2200,1,1,9550.98
4633,2201,88,1,3673.12
4634,2202,85,1,69044.36
4635,2202,49,1,4750.72
4636,2202,4,2,9725.56
4637,2202,50,1,34146.71
4638,2203,97,1,7894.27
4639,2203,59,1,6566.89
4640,2204,67,1,26449.34
4641,2204,81,2,11219.14
4642,2204,11,1,13396.47
4643,2204,93,4,5578.07
4644,2205,26,1,19896.15
4645,2205,81,2,10650.88
4646,2205,84,1,17770.93
4647,2206,23,1,10967.89
4648,2206,60,1,8659.94
4649,2206,16,2,11995.16
4650,2207,51,4,9317.07
4651,2208,64,1,9631.54
4652,2209,67,2,25460.71
4653,2210,74,1,18504.29
4654,2210,4,2,9600.63
4655,2211,31,1,15048.69
4656,2211,38,3,5054.12
4657,2211,5,2,89728.08
4658,2212,20,1,5164.66
4659,2212,2,1,7198.47
4660,2212,74,1,18524.35
4661,2213,22,1,11211.4
4662,2213,4,2,10348.59
4663,2213,89,2,2097.89
4664,2214,14,2,7821.45
4665,2215,76,1,7961.29
4666,2215,85,1,73136.19
4667,2216,22,4,11077.64
4668,2217,4,2,9359.05
4669,2217,86,3,28221.62
4670,2217,93,1,5662.23
4671,2218,54,1,25447.08
4672,2218,53,1,16049.84
4673,2218,21,3,8442.25
4674,2219,70,4,29698.59
4675,2219,89,1,2093.86
4676,2219,49,1,4973.7
4677,2219,37,1,12505.01
4678,2220,43,1,12707.38
4679,2220,96,4,21343.87
4680,2221,56,1,11421.11
4681,2221,4,2,9312.58
4682,2221,82,2,16277.94
4683,2222,93,1,5369.73
4684,2223,26,1,19171.55
4685,2224,4,1,9291.17
4686,2224,30,1,25851.83
4687,2225,88,6,3785.74
4688,2225,14,1,7686.14
4689,2226,4,2,9368.29
4690,2226,32,2,7491.75
4691,2227,56,6,10982.22
4692,2227,82,3,16880.78
4693,2227,47,1,12819.33
